Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start DateTime,End DateTime,Demand,Sales Duration (hours),Profit Percentage,Cluster
3,173,42.0,Cloudy,6,7266.0,1453.2,300,7,8.0,2023-10-29 21:17:20,2023-11-01 00:17:20,Low,51.0,20.0,0
4,150,185.0,Cloudy,0,27750.0,5550.0,285,7,7.0,2023-03-28 03:11:49,2023-03-29 08:11:49,High,29.0,20.0,0
3,205,131.0,Cloudy,5,26855.0,5371.0,300,7,7.0,2023-10-25 06:37:32,2023-10-25 11:37:32,Medium,5.0,20.0,0
3,205,103.0,Rainy,0,21115.0,4223.0,300,5,7.0,2023-05-22 07:48:53,2023-05-22 08:48:53,Low,1.0,20.0,0
17,74,163.0,Sunny,7,12062.0,2412.4,277,10,6.0,2023-04-27 07:33:02,2023-04-29 13:33:02,High,54.0,20.0,0
14,140,106.0,Sunny,8,14840.0,2968.0,281,10,7.0,2023-12-26 18:26:11,2023-12-27 08:26:11,Medium,14.0,20.0,0
8,139,153.0,Rainy,7,21267.0,4253.400000000001,293,5,6.0,2023-04-11 01:06:49,2023-04-12 06:06:49,Medium,29.0,20.000000000000004,0
16,275,85.0,Rainy,2,23375.0,4675.0,257,5,7.0,2023-03-18 17:49:38,2023-03-20 02:49:38,Low,33.0,20.0,1
2,189,83.0,Rainy,6,15687.0,3137.4,269,5,8.0,2023-01-11 00:06:46,2023-01-11 20:06:46,Low,20.0,20.0,0
0,254,105.0,Windy,4,26670.0,5334.0,298,6,7.0,2023-06-19 23:52:39,2023-06-22 06:52:39,Medium,55.0,20.0,0
0,270,38.0,Rainy,3,10260.0,2052.0,298,5,9.0,2023-04-23 00:05:44,2023-04-24 07:05:44,Low,31.0,20.0,0
3,155,126.0,Sunny,6,19530.0,3906.0,300,10,8.0,2023-03-01 23:29:30,2023-03-03 23:29:30,Medium,48.0,20.0,0
16,260,92.0,Sunny,1,23920.0,4784.0,257,10,7.0,2023-02-23 19:02:03,2023-02-25 21:02:03,Low,50.0,20.0,1
11,179,174.0,Rainy,8,31146.0,6229.200000000001,284,5,7.0,2023-12-14 01:23:03,2023-12-15 23:23:03,High,46.0,20.0,0
9,250,115.0,Rainy,0,28750.0,5750.0,284,5,7.0,2023-02-26 08:14:28,2023-02-27 20:14:28,Medium,36.0,20.0,0
1,156,85.0,Cloudy,4,13260.0,2652.0,283,7,7.0,2023-02-12 13:33:30,2023-02-12 18:33:30,Low,5.0,20.0,0
16,225,10.0,Windy,7,2250.0,450.0,257,6,6.0,2023-01-26 13:24:09,2023-01-26 14:24:09,Low,1.0,20.0,1
3,219,11.0,Rainy,7,2409.0,481.8,300,5,6.0,2023-07-18 05:03:52,2023-07-21 03:03:52,Low,70.0,20.0,0
2,110,144.0,Sunny,4,15840.0,3168.0,269,10,7.0,2023-01-16 09:50:05,2023-01-16 11:50:05,Medium,2.0,20.0,0
11,144,198.0,Cloudy,3,28512.0,5702.400000000001,284,7,9.0,2023-06-07 12:08:21,2023-06-09 18:08:21,High,54.0,20.0,0
9,237,10.0,Sunny,8,2370.0,474.0,284,10,7.0,2023-02-26 06:22:09,2023-02-26 10:22:09,Low,4.0,20.0,0
2,168,44.0,Sunny,7,7392.0,1478.4,269,10,6.0,2023-08-28 09:31:44,2023-08-30 02:31:44,Low,41.0,20.0,0
17,149,184.0,Rainy,4,27416.0,5483.200000000001,277,5,7.0,2023-02-12 14:23:12,2023-02-13 00:23:12,High,10.0,20.000000000000004,0
11,141,235.0,Windy,0,33135.0,6627.0,284,6,7.0,2023-11-13 19:53:16,2023-11-14 08:53:16,High,13.0,20.0,0
5,157,77.0,Cloudy,1,12089.0,2417.8,264,7,7.0,2023-03-11 20:04:01,2023-03-13 01:04:01,Low,29.0,20.0,0
14,97,180.0,Rainy,7,17460.0,3492.0,281,5,6.0,2023-04-21 12:42:40,2023-04-21 21:42:40,High,9.0,20.0,0
8,116,50.0,Rainy,0,5800.0,1160.0,293,5,7.0,2023-09-03 13:59:12,2023-09-05 04:59:12,Low,39.0,20.0,0
7,61,160.0,Windy,5,9760.0,1952.0,273,6,7.0,2023-12-03 06:14:33,2023-12-03 13:14:33,High,7.0,20.0,0
3,176,85.0,Rainy,2,14960.0,2992.0,300,5,7.0,2023-11-02 11:23:02,2023-11-02 16:23:02,Low,5.0,20.0,0
16,229,110.0,Sunny,3,25190.0,5038.0,257,10,9.0,2023-09-04 00:41:39,2023-09-06 16:41:39,Medium,64.0,20.0,1
0,285,99.0,Windy,7,28215.0,5643.0,298,6,6.0,2023-03-02 03:39:55,2023-03-04 15:39:55,Low,60.0,20.0,0
10,230,42.0,Windy,7,9660.0,1932.0,280,6,6.0,2023-05-28 16:35:28,2023-05-29 04:35:28,Low,12.0,20.0,0
9,237,17.0,Windy,0,4029.0,805.8000000000001,284,6,7.0,2023-01-26 14:54:39,2023-01-28 11:54:39,Low,45.0,20.0,0
5,167,81.0,Cloudy,7,13527.0,2705.4,264,7,6.0,2023-12-09 02:45:25,2023-12-11 20:45:25,Low,66.0,20.0,0
4,160,185.0,Cloudy,0,29600.0,5920.0,285,7,7.0,2023-09-22 08:45:21,2023-09-22 11:45:21,High,3.0,20.0,0
11,190,252.0,Cloudy,1,44665.375,8933.075,284,7,7.0,2023-01-07 16:08:27,2023-01-09 17:08:27,High,49.0,20.0,0
13,263,10.0,Windy,3,2630.0,526.0,284,6,9.0,2023-11-26 17:29:06,2023-11-26 20:29:06,Low,3.0,20.0,0
13,248,112.0,Rainy,1,27776.0,5555.200000000001,284,5,7.0,2023-05-17 02:43:23,2023-05-19 23:43:23,Medium,69.0,20.000000000000004,0
15,163,134.0,Cloudy,8,21842.0,4368.400000000001,257,7,7.0,2023-08-20 13:22:29,2023-08-21 04:22:29,Medium,15.0,20.000000000000004,0
11,146,153.0,Sunny,3,22338.0,4467.6,284,10,9.0,2023-09-26 08:55:55,2023-09-28 15:55:55,Medium,55.0,20.0,0
14,117,178.0,Cloudy,3,20826.0,4165.2,281,7,9.0,2023-01-12 04:07:21,2023-01-13 22:07:21,High,42.0,20.0,0
3,153,22.0,Rainy,6,3366.0,673.2,300,5,8.0,2023-12-20 06:44:52,2023-12-20 10:44:52,Low,4.0,20.0,0
9,208,12.0,Rainy,1,2496.0,499.2000000000001,284,5,7.0,2023-09-03 21:54:36,2023-09-06 00:54:36,Low,51.0,20.000000000000004,0
10,171,34.0,Sunny,4,5814.0,1162.8,280,10,7.0,2023-06-21 01:12:32,2023-06-21 13:12:32,Low,12.0,20.0,0
8,84,91.0,Cloudy,6,7644.0,1528.8000000000002,293,7,8.0,2023-03-27 09:14:47,2023-03-27 17:14:47,Low,8.0,20.0,0
2,151,76.0,Sunny,5,11476.0,2295.2000000000003,269,10,7.0,2023-04-04 11:29:54,2023-04-05 05:29:54,Low,18.0,20.0,0
17,86,202.0,Sunny,1,17372.0,3474.4,277,10,7.0,2023-09-26 14:22:38,2023-09-29 07:22:38,High,65.0,20.0,0
9,202,74.0,Windy,6,14948.0,2989.6000000000004,284,6,8.0,2023-11-27 05:15:16,2023-11-28 17:15:16,Low,36.0,20.0,0
11,131,230.0,Cloudy,6,30130.0,6026.0,284,7,8.0,2023-11-20 05:47:23,2023-11-21 21:47:23,High,40.0,20.0,0
15,150,40.0,Rainy,3,6000.0,1200.0,257,5,9.0,2023-09-29 04:51:21,2023-10-02 00:51:21,Low,68.0,20.0,0
1,144,167.0,Windy,3,24048.0,4809.6,283,6,9.0,2023-10-06 14:38:47,2023-10-07 01:38:47,High,11.0,20.0,0
14,115,101.0,Cloudy,7,11615.0,2323.0,281,7,6.0,2023-11-07 13:53:06,2023-11-09 13:53:06,Low,48.0,20.0,0
11,151,255.0,Windy,8,38505.0,7701.0,284,6,7.0,2023-10-08 02:47:23,2023-10-08 13:47:23,High,11.0,20.0,0
6,160,109.0,Windy,4,17440.0,3488.0,242,6,7.0,2023-07-06 21:31:44,2023-07-07 02:31:44,Medium,5.0,20.0,0
9,248,10.0,Cloudy,8,2480.0,496.0,284,7,7.0,2023-08-22 19:29:41,2023-08-23 03:29:41,Low,8.0,20.0,0
14,111,221.0,Sunny,7,24531.0,4906.2,281,10,6.0,2023-10-05 00:10:11,2023-10-06 12:10:11,High,36.0,20.0,0
10,152,80.0,Rainy,4,12160.0,2432.0,280,5,7.0,2023-06-06 21:09:29,2023-06-09 12:09:29,Low,63.0,20.0,0
16,285,122.0,Rainy,6,34770.0,6954.0,257,5,8.0,2023-02-25 12:59:43,2023-02-26 16:59:43,Medium,28.0,20.0,1
0,262,10.0,Sunny,7,2620.0,524.0,298,10,6.0,2023-03-07 03:04:34,2023-03-07 20:04:34,Low,17.0,20.0,0
14,138,140.0,Cloudy,4,19320.0,3864.0,281,7,7.0,2023-09-23 18:25:50,2023-09-24 08:25:50,Medium,14.0,20.0,0
10,169,26.0,Cloudy,6,4394.0,878.8000000000001,280,7,8.0,2023-03-24 03:30:58,2023-03-26 09:30:58,Low,54.0,20.0,0
17,86,173.0,Cloudy,5,14878.0,2975.6000000000004,277,7,7.0,2023-12-08 20:46:43,2023-12-09 03:46:43,High,7.0,20.0,0
5,174,88.0,Sunny,7,15312.0,3062.4,264,10,6.0,2023-08-23 17:48:13,2023-08-25 18:48:13,Low,49.0,20.0,0
2,167,58.0,Sunny,7,9686.0,1937.2,269,10,6.0,2023-07-26 19:47:28,2023-07-29 05:47:28,Low,58.0,20.0,0
5,175,156.0,Rainy,6,27300.0,5460.0,264,5,8.0,2023-01-15 15:28:36,2023-01-17 08:28:36,High,41.0,20.0,0
0,287,14.0,Sunny,6,4018.0,803.6,298,10,8.0,2023-01-29 20:22:44,2023-02-01 03:22:44,Low,55.0,20.0,0
8,73,77.0,Sunny,0,5621.0,1124.2,293,10,7.0,2023-08-05 19:09:46,2023-08-05 20:09:46,Low,1.0,20.0,0
8,99,81.0,Windy,7,8019.0,1603.8000000000002,293,6,6.0,2023-12-08 02:54:37,2023-12-08 15:54:37,Low,13.0,20.0,0
6,149,113.0,Sunny,4,16837.0,3367.4,242,10,7.0,2023-09-22 10:34:01,2023-09-23 23:34:01,Medium,37.0,20.0,0
1,191,157.0,Sunny,3,29987.0,5997.400000000001,283,10,9.0,2023-12-14 08:45:03,2023-12-17 07:45:03,High,71.0,20.0,0
3,196,94.0,Rainy,6,18424.0,3684.8,300,5,8.0,2023-09-21 22:45:41,2023-09-22 11:45:41,Low,13.0,20.0,0
6,141,199.0,Cloudy,3,28059.0,5611.8,242,7,9.0,2023-07-26 01:56:37,2023-07-27 04:56:37,High,27.0,20.0,0
2,159,156.0,Sunny,1,24804.0,4960.8,269,10,7.0,2023-12-19 14:34:38,2023-12-20 03:34:38,High,13.0,20.0,0
1,140,106.0,Windy,6,14840.0,2968.0,283,6,8.0,2023-11-07 10:20:34,2023-11-09 13:20:34,Medium,51.0,20.0,0
15,166,171.0,Windy,6,28386.0,5677.200000000001,257,6,8.0,2023-02-09 23:41:38,2023-02-10 14:41:38,High,15.0,20.000000000000004,0
2,179,84.0,Cloudy,8,15036.0,3007.2000000000003,269,7,7.0,2023-11-23 17:55:17,2023-11-24 08:55:17,Low,15.0,20.0,0
13,251,49.0,Windy,1,12299.0,2459.8,284,6,7.0,2023-07-30 14:56:52,2023-08-01 09:56:52,Low,43.0,20.0,0
9,200,39.0,Windy,0,7800.0,1560.0,284,6,7.0,2023-11-20 07:18:46,2023-11-20 16:18:46,Low,9.0,20.0,0
0,269,138.0,Cloudy,3,37122.0,7424.400000000001,298,7,9.0,2023-01-16 18:01:50,2023-01-17 09:01:50,Medium,15.0,20.0,0
7,88,146.0,Sunny,1,12848.0,2569.6000000000004,273,10,7.0,2023-03-18 04:55:57,2023-03-19 17:55:57,Medium,37.0,20.000000000000004,0
16,272,40.0,Windy,3,10880.0,2176.0,257,6,9.0,2023-01-05 16:30:54,2023-01-05 20:30:54,Low,4.0,20.0,1
15,128,148.0,Windy,5,18944.0,3788.8,257,6,7.0,2023-10-21 13:23:41,2023-10-22 13:23:41,Medium,24.0,20.0,0
5,163,110.0,Rainy,1,17930.0,3586.0,264,5,7.0,2023-06-12 16:22:52,2023-06-14 02:22:52,Medium,34.0,20.0,0
10,153,65.0,Cloudy,5,9945.0,1989.0,280,7,7.0,2023-02-11 05:19:15,2023-02-11 21:19:15,Low,16.0,20.0,0
12,318,10.0,Windy,8,3180.0,636.0,289,6,7.0,2023-06-19 11:27:35,2023-06-19 19:27:35,Low,8.0,20.0,0
3,210,21.0,Windy,8,4410.0,882.0,300,6,7.0,2023-07-03 21:22:54,2023-07-04 21:22:54,Low,24.0,20.0,0
15,168,116.0,Windy,8,19488.0,3897.6,257,6,7.0,2023-12-30 07:20:57,2023-12-31 02:20:57,Medium,19.0,20.0,0
6,81,257.0,Sunny,3,20817.0,4163.400000000001,242,10,9.0,2023-05-15 18:40:45,2023-05-17 18:40:45,High,48.0,20.000000000000004,0
11,176,139.0,Windy,2,24464.0,4892.8,284,6,7.0,2023-09-11 21:17:04,2023-09-11 23:17:04,Medium,2.0,20.0,0
11,184,209.0,Windy,1,38456.0,7691.200000000001,284,6,7.0,2023-11-12 01:43:36,2023-11-12 20:43:36,High,19.0,20.0,0
12,272,35.0,Windy,8,9520.0,1904.0,289,6,7.0,2023-03-06 15:40:42,2023-03-08 14:40:42,Low,47.0,20.0,0
7,60,125.0,Cloudy,6,7500.0,1500.0,273,7,8.0,2023-03-15 16:54:42,2023-03-17 13:54:42,Medium,45.0,20.0,0
17,104,181.0,Cloudy,2,18824.0,3764.8,277,7,7.0,2023-09-10 10:42:22,2023-09-12 22:42:22,High,60.0,20.0,0
14,118,87.0,Sunny,3,10266.0,2053.2000000000003,281,10,9.0,2023-02-25 05:21:21,2023-02-26 23:21:21,Low,42.0,20.000000000000004,0
9,192,27.0,Cloudy,7,5184.0,1036.8,284,7,6.0,2023-05-20 23:29:12,2023-05-23 21:29:12,Low,70.0,20.0,0
3,188,10.0,Cloudy,4,1880.0,376.0,300,7,7.0,2023-07-08 08:46:54,2023-07-08 12:46:54,Low,4.0,20.0,0
8,130,121.0,Cloudy,8,15730.0,3146.0,293,7,7.0,2023-01-19 19:54:19,2023-01-19 23:54:19,Medium,4.0,20.0,0
14,160,79.0,Sunny,0,12640.0,2528.0,281,10,7.0,2023-10-14 07:51:06,2023-10-16 19:51:06,Low,60.0,20.0,0
0,259,10.0,Windy,5,2590.0,518.0,298,6,7.0,2023-06-10 10:10:47,2023-06-10 20:10:47,Low,10.0,20.0,0
2,115,147.0,Sunny,4,16905.0,3381.0,269,10,7.0,2023-12-24 18:46:05,2023-12-27 18:46:05,Medium,72.0,20.0,0
11,147,155.0,Cloudy,1,22785.0,4557.0,284,7,7.0,2023-08-05 19:26:31,2023-08-06 22:26:31,High,27.0,20.0,0
2,131,27.0,Sunny,3,3537.0,707.4000000000001,269,10,9.0,2023-02-23 00:33:38,2023-02-25 20:33:38,Low,68.0,20.000000000000004,0
16,279,118.0,Sunny,3,32922.0,6584.400000000001,257,10,9.0,2023-12-10 21:59:38,2023-12-11 21:59:38,Medium,24.0,20.0,1
10,217,52.0,Rainy,2,11284.0,2256.8,280,5,7.0,2023-12-13 18:22:10,2023-12-13 19:22:10,Low,1.0,20.0,0
15,107,70.0,Cloudy,1,7490.0,1498.0,257,7,7.0,2023-02-01 08:58:45,2023-02-03 16:58:45,Low,56.0,20.0,0
8,82,92.0,Windy,0,7544.0,1508.8000000000002,293,6,7.0,2023-09-28 06:24:15,2023-09-30 00:24:15,Low,42.0,20.0,0
12,347,28.0,Sunny,3,9716.0,1943.2,289,10,9.0,2023-02-01 22:13:54,2023-02-04 21:13:54,Low,71.0,20.0,0
10,198,140.0,Cloudy,8,27720.0,5544.0,280,7,7.0,2023-09-02 07:42:36,2023-09-05 06:42:36,Medium,71.0,20.0,0
7,135,119.0,Rainy,1,16065.0,3213.0,273,5,7.0,2023-06-26 08:54:15,2023-06-28 12:54:15,Medium,52.0,20.0,0
6,109,107.0,Rainy,4,11663.0,2332.6,242,5,7.0,2023-11-06 11:12:20,2023-11-08 11:12:20,Medium,48.0,20.0,0
12,284,98.0,Cloudy,5,27832.0,5566.400000000001,289,7,7.0,2023-03-18 07:40:21,2023-03-20 23:40:21,Low,64.0,20.0,0
0,270,67.0,Windy,7,18090.0,3618.0,298,6,6.0,2023-08-26 20:00:58,2023-08-29 13:00:58,Low,65.0,20.0,0
1,180,70.0,Rainy,4,12600.0,2520.0,283,5,7.0,2023-12-08 03:49:55,2023-12-09 23:49:55,Low,44.0,20.0,0
4,136,115.0,Windy,6,15640.0,3128.0,285,6,8.0,2023-10-28 14:33:04,2023-10-31 02:33:04,Medium,60.0,20.0,0
12,321,16.0,Sunny,7,5136.0,1027.2,289,10,6.0,2023-02-09 13:05:03,2023-02-11 05:05:03,Low,40.0,20.0,0
7,102,131.0,Windy,6,13362.0,2672.4,273,6,8.0,2023-05-24 00:47:52,2023-05-25 19:47:52,Medium,43.0,20.0,0
14,102,168.0,Cloudy,2,17136.0,3427.2000000000003,281,7,7.0,2023-06-26 05:50:47,2023-06-26 12:50:47,High,7.0,20.0,0
10,177,143.0,Sunny,1,25311.0,5062.200000000001,280,10,7.0,2023-11-14 07:01:17,2023-11-14 12:01:17,Medium,5.0,20.000000000000004,0
3,142,10.0,Sunny,5,1420.0,284.0,300,10,7.0,2023-04-30 16:49:31,2023-05-02 21:49:31,Low,53.0,20.0,0
17,86,174.0,Sunny,4,14964.0,2992.8,277,10,7.0,2023-02-06 07:33:42,2023-02-07 00:33:42,High,17.0,20.0,0
3,154,93.0,Sunny,3,14322.0,2864.4,300,10,9.0,2023-09-07 22:01:17,2023-09-08 09:01:17,Low,11.0,20.0,0
12,313,10.0,Rainy,0,3130.0,626.0,289,5,7.0,2023-07-03 09:20:00,2023-07-05 18:20:00,Low,57.0,20.0,0
5,116,162.0,Cloudy,6,18792.0,3758.4,264,7,8.0,2023-01-13 18:13:16,2023-01-14 19:13:16,High,25.0,20.0,0
16,244,32.0,Windy,0,7808.0,1561.6,257,6,7.0,2023-12-15 13:34:04,2023-12-15 23:34:04,Low,10.0,20.0,1
13,219,39.0,Cloudy,7,8541.0,1708.2,284,7,6.0,2023-01-23 00:18:32,2023-01-23 11:18:32,Low,11.0,20.0,0
10,206,113.0,Cloudy,5,23278.0,4655.6,280,7,7.0,2023-12-08 04:28:32,2023-12-11 04:28:32,Medium,72.0,20.0,0
5,125,92.0,Rainy,1,11500.0,2300.0,264,5,7.0,2023-03-22 13:00:33,2023-03-24 00:00:33,Low,35.0,20.0,0
12,275,50.0,Windy,5,13750.0,2750.0,289,6,7.0,2023-01-23 12:05:16,2023-01-25 00:05:16,Low,36.0,20.0,0
8,110,121.0,Sunny,6,13310.0,2662.0,293,10,8.0,2023-12-05 04:56:47,2023-12-05 15:56:47,Medium,11.0,20.0,0
9,170,88.0,Sunny,3,14960.0,2992.0,284,10,9.0,2023-10-04 09:23:19,2023-10-06 02:23:19,Low,41.0,20.0,0
13,199,10.0,Rainy,7,1990.0,398.0,284,5,6.0,2023-08-19 10:01:05,2023-08-20 01:01:05,Low,15.0,20.0,0
10,175,130.0,Rainy,8,22750.0,4550.0,280,5,7.0,2023-12-29 00:24:44,2023-12-31 08:24:44,Medium,56.0,20.0,0
8,72,142.0,Cloudy,0,10224.0,2044.8,293,7,7.0,2023-07-12 19:37:50,2023-07-13 01:37:50,Medium,6.0,20.0,0
10,164,125.0,Rainy,2,20500.0,4100.0,280,5,7.0,2023-02-17 03:27:34,2023-02-19 15:27:34,Medium,60.0,20.0,0
9,219,133.0,Cloudy,4,29127.0,5825.400000000001,284,7,7.0,2023-03-01 07:34:47,2023-03-01 20:34:47,Medium,13.0,20.0,0
7,81,108.0,Cloudy,6,8748.0,1749.6,273,7,8.0,2023-04-03 07:02:05,2023-04-05 17:02:05,Medium,58.0,20.0,0
15,109,82.0,Windy,4,8938.0,1787.6,257,6,7.0,2023-01-31 02:21:34,2023-02-01 17:21:34,Low,39.0,20.0,0
8,101,150.0,Sunny,5,15150.0,3030.0,293,10,7.0,2023-05-31 14:57:06,2023-05-31 17:57:06,Medium,3.0,20.0,0
6,116,210.0,Windy,6,24360.0,4872.0,242,6,8.0,2023-10-23 15:52:09,2023-10-25 03:52:09,High,36.0,20.0,0
1,206,69.0,Rainy,8,14214.0,2842.8,283,5,7.0,2023-10-19 04:21:42,2023-10-20 22:21:42,Low,42.0,20.0,0
0,231,28.0,Cloudy,0,6468.0,1293.6,298,7,7.0,2023-08-21 20:58:25,2023-08-22 03:58:25,Low,7.0,20.0,0
6,90,148.0,Cloudy,4,13320.0,2664.0,242,7,7.0,2023-04-24 16:53:51,2023-04-26 03:53:51,Medium,35.0,20.0,0
2,172,58.0,Cloudy,0,9976.0,1995.2,269,7,7.0,2023-09-06 14:06:59,2023-09-08 16:06:59,Low,50.0,20.0,0
8,137,132.0,Rainy,7,18084.0,3616.8,293,5,6.0,2023-08-16 09:49:46,2023-08-19 00:49:46,Medium,63.0,20.0,0
5,126,154.0,Cloudy,6,19404.0,3880.8,264,7,8.0,2023-10-17 23:42:22,2023-10-19 01:42:22,Medium,26.0,20.0,0
3,175,11.0,Windy,3,1925.0,385.0,300,6,9.0,2023-11-08 03:56:55,2023-11-08 12:56:55,Low,9.0,20.0,0
4,146,95.0,Windy,7,13870.0,2774.0,285,6,6.0,2023-05-29 17:35:49,2023-05-31 12:35:49,Low,43.0,20.0,0
11,131,178.0,Sunny,2,23318.0,4663.6,284,10,7.0,2023-08-28 18:59:39,2023-08-31 10:59:39,High,64.0,20.0,0
1,177,113.0,Cloudy,2,20001.0,4000.2,283,7,7.0,2023-09-24 10:26:01,2023-09-27 03:26:01,Medium,65.0,20.0,0
16,287,111.0,Sunny,6,31857.0,6371.400000000001,257,10,8.0,2023-02-07 03:24:14,2023-02-08 13:24:14,Medium,34.0,20.0,1
7,65,188.0,Sunny,8,12220.0,2444.0,273,10,7.0,2023-02-13 09:05:55,2023-02-15 17:05:55,High,56.0,20.0,0
8,134,139.0,Sunny,6,18626.0,3725.2,293,10,8.0,2023-02-11 15:33:29,2023-02-14 07:33:29,Medium,64.0,20.0,0
10,212,96.0,Rainy,4,20352.0,4070.4,280,5,7.0,2023-07-26 13:24:15,2023-07-28 13:24:15,Low,48.0,20.0,0
9,236,68.0,Rainy,2,16048.0,3209.6000000000004,284,5,7.0,2023-05-16 05:28:31,2023-05-17 11:28:31,Low,30.0,20.0,0
7,69,89.0,Cloudy,1,6141.0,1228.2,273,7,7.0,2023-10-16 21:25:00,2023-10-18 10:25:00,Low,37.0,20.0,0
8,71,139.0,Rainy,2,9869.0,1973.8,293,5,7.0,2023-12-13 01:43:08,2023-12-13 10:43:08,Medium,9.0,20.0,0
0,247,10.0,Cloudy,4,2470.0,494.0,298,7,7.0,2023-05-13 08:30:14,2023-05-13 10:30:14,Low,2.0,20.0,0
13,254,117.0,Windy,3,29718.0,5943.6,284,6,9.0,2023-10-21 07:25:33,2023-10-22 20:25:33,Medium,37.0,20.0,0
1,165,133.0,Sunny,2,21945.0,4389.0,283,10,7.0,2023-06-23 07:09:28,2023-06-24 15:09:28,Medium,32.0,20.0,0
3,171,10.0,Sunny,7,1710.0,342.0,300,10,6.0,2023-12-22 19:33:17,2023-12-24 04:33:17,Low,33.0,20.0,0
13,242,118.0,Rainy,0,28556.0,5711.200000000001,284,5,7.0,2023-11-15 00:19:25,2023-11-15 04:19:25,Medium,4.0,20.000000000000004,0
12,284,10.0,Rainy,4,2840.0,568.0,289,5,7.0,2023-10-25 17:24:06,2023-10-27 09:24:06,Low,40.0,20.0,0
4,85,209.0,Windy,8,17765.0,3553.0,285,6,7.0,2023-09-09 05:41:30,2023-09-10 18:41:30,High,37.0,20.0,0
8,92,146.0,Rainy,4,13432.0,2686.4,293,5,7.0,2023-09-23 00:41:37,2023-09-23 14:41:37,Medium,14.0,20.0,0
1,168,188.0,Rainy,8,31584.0,6316.8,283,5,7.0,2023-09-29 06:37:05,2023-10-01 19:37:05,High,61.0,20.0,0
17,115,117.0,Sunny,0,13455.0,2691.0,277,10,7.0,2023-10-10 15:10:58,2023-10-13 01:10:58,Medium,58.0,20.0,0
1,173,71.0,Cloudy,7,12283.0,2456.6,283,7,6.0,2023-02-07 11:18:31,2023-02-09 13:18:31,Low,50.0,20.0,0
12,298,73.0,Cloudy,3,21754.0,4350.8,289,7,9.0,2023-03-27 15:45:21,2023-03-27 21:45:21,Low,6.0,20.0,0
10,205,152.0,Cloudy,5,31160.0,6232.0,280,7,7.0,2023-08-28 21:27:49,2023-08-29 13:27:49,Medium,16.0,20.0,0
14,152,202.0,Rainy,4,30704.0,6140.8,281,5,7.0,2023-10-07 07:17:11,2023-10-07 09:17:11,High,2.0,20.0,0
14,119,221.0,Cloudy,3,26299.0,5259.8,281,7,9.0,2023-04-21 10:39:58,2023-04-22 01:39:58,High,15.0,20.0,0
6,138,103.0,Windy,8,14214.0,2842.8,242,6,7.0,2023-09-07 06:40:22,2023-09-09 01:40:22,Low,43.0,20.0,0
0,287,82.0,Sunny,5,23534.0,4706.8,298,10,7.0,2023-08-20 04:45:19,2023-08-20 10:45:19,Low,6.0,20.0,0
15,113,119.0,Windy,7,13447.0,2689.4,257,6,6.0,2023-06-17 19:29:24,2023-06-18 20:29:24,Medium,25.0,20.0,0
0,263,10.0,Windy,8,2630.0,526.0,298,6,7.0,2023-11-09 18:13:12,2023-11-10 00:13:12,Low,6.0,20.0,0
6,103,163.0,Rainy,4,16789.0,3357.8,242,5,7.0,2023-06-24 14:26:51,2023-06-27 01:26:51,High,59.0,20.0,0
3,151,86.0,Windy,8,12986.0,2597.2000000000003,300,6,7.0,2023-11-24 11:47:17,2023-11-26 07:47:17,Low,44.0,20.0,0
9,172,86.0,Cloudy,1,14792.0,2958.4,284,7,7.0,2023-12-28 18:06:58,2023-12-29 19:06:58,Low,25.0,20.0,0
12,290,10.0,Windy,6,2900.0,580.0,289,6,8.0,2023-01-02 17:13:42,2023-01-05 14:13:42,Low,69.0,20.0,0
3,203,41.0,Sunny,3,8323.0,1664.6,300,10,9.0,2023-06-16 20:13:39,2023-06-18 17:13:39,Low,45.0,20.0,0
12,342,52.0,Windy,3,17784.0,3556.8,289,6,9.0,2023-11-28 19:06:01,2023-11-29 19:06:01,Low,24.0,20.0,0
11,142,131.0,Sunny,6,18602.0,3720.4,284,10,8.0,2023-09-19 14:37:34,2023-09-21 02:37:34,Medium,36.0,20.0,0
16,270,37.0,Cloudy,0,9990.0,1998.0,257,7,7.0,2023-02-27 17:36:22,2023-03-01 20:36:22,Low,51.0,20.0,1
11,200,243.0,Windy,5,44665.375,8933.075,284,6,7.0,2023-09-20 01:02:41,2023-09-21 12:02:41,High,35.0,20.0,0
14,155,221.0,Rainy,6,34255.0,6851.0,281,5,8.0,2023-10-21 04:07:09,2023-10-24 02:07:09,High,70.0,20.0,0
17,132,90.0,Sunny,4,11880.0,2376.0,277,10,7.0,2023-02-23 03:31:26,2023-02-24 11:31:26,Low,32.0,20.0,0
7,134,93.0,Cloudy,0,12462.0,2492.4,273,7,7.0,2023-03-21 23:29:01,2023-03-24 22:29:01,Low,71.0,20.0,0
8,118,144.0,Sunny,5,16992.0,3398.4,293,10,7.0,2023-10-30 06:19:43,2023-11-02 06:19:43,Medium,72.0,20.0,0
8,131,135.0,Sunny,4,17685.0,3537.0,293,10,7.0,2023-12-26 06:13:44,2023-12-28 05:13:44,Medium,47.0,20.0,0
13,266,10.0,Sunny,3,2660.0,532.0,284,10,9.0,2023-04-03 15:06:33,2023-04-04 14:06:33,Low,23.0,20.0,0
