Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start DateTime,End DateTime,Demand,Sales Duration (hours),Profit Percentage
Dahlia,162,148.0,Cloudy,Marriage,23976.0,4795.2,300,7,7.0,2023-07-02 22:46:20,2023-07-03 11:46:20,Medium,13.0,20.0
Sunflower,173,186.0,Windy,Weddings,32178.0,6435.6,257,6,7.0,2023-03-26 07:31:42,2023-03-28 19:31:42,High,60.0,20.0
Dahlia,216,50.0,Sunny,Weddings,10800.0,2160.0,300,10,7.0,2023-04-28 10:29:50,2023-04-28 12:29:50,Low,2.0,20.0
Lavender,214,10.0,Sunny,High-End Customers,2140.0,428.0,284,10,9.0,2023-01-08 07:49:02,2023-01-11 05:49:02,Low,70.0,20.0
Calla Lily,238,80.0,Rainy,Marriage,19040.0,3808.0,298,5,7.0,2023-11-23 06:31:10,2023-11-25 02:31:10,Low,44.0,20.0
Zinnia,144,60.0,Rainy,Corporate Events,8640.0,1728.0,277,5,7.0,2023-07-04 06:56:31,2023-07-04 08:56:31,Low,2.0,20.0
Dahlia,178,64.0,Rainy,Weddings,11392.0,2278.4,300,5,7.0,2023-01-24 01:54:59,2023-01-24 22:54:59,Low,21.0,20.0
Calla Lily,279,82.0,Rainy,Daily Consumers,22878.0,4575.6,298,5,7.0,2023-03-19 20:34:39,2023-03-20 08:34:39,Low,12.0,20.0
Jasmine,75,32.0,Sunny,Weddings,2400.0,480.0,293,10,7.0,2023-01-11 09:41:20,2023-01-14 08:41:20,Low,71.0,20.0
Calla Lily,280,76.0,Sunny,Daily Consumers,21280.0,4256.0,298,10,7.0,2023-09-18 13:13:55,2023-09-21 03:13:55,Low,62.0,20.0
Lavender,250,127.0,Windy,Festivals,31750.0,6350.0,284,6,7.0,2023-01-16 03:43:21,2023-01-16 05:43:21,Medium,2.0,20.0
Daisy,116,113.0,Rainy,Daily Consumers,13108.0,2621.6000000000004,285,5,7.0,2023-10-22 12:37:39,2023-10-22 14:37:39,Medium,2.0,20.000000000000004
Marigold,160,272.0,Windy,Daily Consumers,43520.0,8704.0,284,6,7.0,2023-12-13 03:02:13,2023-12-14 18:02:13,High,39.0,20.0
Rose,111,176.0,Cloudy,Special Events,19536.0,3907.2,281,7,8.0,2023-09-17 16:49:28,2023-09-19 22:49:28,High,54.0,20.0
Daisy,160,83.0,Rainy,Luxury Events,13280.0,2656.0,285,5,7.0,2023-06-12 14:27:33,2023-06-12 22:27:33,Low,8.0,20.0
Carnation,137,72.0,Sunny,Daily Consumers,9864.0,1972.8,283,10,7.0,2023-11-18 12:11:06,2023-11-20 08:11:06,Low,44.0,20.0
Dahlia,165,88.0,Rainy,Special Events,14520.0,2904.0,300,5,8.0,2023-12-21 12:53:53,2023-12-23 12:53:53,Low,48.0,20.0
Lily,200,75.0,Cloudy,Luxury Events,15000.0,3000.0,280,7,7.0,2023-05-26 03:42:35,2023-05-28 01:42:35,Low,46.0,20.0
Hibiscus,90,210.0,Cloudy,Daily Consumers,18900.0,3780.0,273,7,7.0,2023-06-02 16:18:46,2023-06-04 02:18:46,High,34.0,20.0
Gerbera,139,245.0,Sunny,Marriage,34055.0,6811.0,242,10,7.0,2023-03-06 14:10:55,2023-03-08 10:10:55,High,44.0,20.0
Chrysanthemum,150,44.0,Sunny,Marriage,6600.0,1320.0,269,10,7.0,2023-02-19 10:11:00,2023-02-20 06:11:00,Low,20.0,20.0
Zinnia,123,85.0,Sunny,Temple,10455.0,2091.0,277,10,6.0,2023-10-20 23:15:55,2023-10-23 19:15:55,Low,68.0,20.0
Zinnia,74,86.0,Rainy,Festivals,6364.0,1272.8000000000002,277,5,7.0,2023-08-15 10:04:55,2023-08-18 06:04:55,Low,68.0,20.000000000000004
Calla Lily,242,78.0,Rainy,Daily Consumers,18876.0,3775.2,298,5,7.0,2023-05-20 17:55:28,2023-05-23 15:55:28,Low,70.0,20.0
Marigold,189,153.0,Sunny,High-End Customers,28917.0,5783.400000000001,284,10,9.0,2023-07-28 00:22:16,2023-07-29 18:22:16,Medium,42.0,20.0
Hibiscus,120,153.0,Cloudy,Festivals,18360.0,3672.0,273,7,7.0,2023-01-05 07:15:40,2023-01-06 05:15:40,Medium,22.0,20.0
Marigold,139,216.0,Cloudy,Daily Consumers,30024.0,6004.8,284,7,7.0,2023-10-05 04:36:17,2023-10-06 09:36:17,High,29.0,20.0
Jasmine,79,144.0,Cloudy,Temple,11376.0,2275.2000000000003,293,7,6.0,2023-03-03 05:39:44,2023-03-04 10:39:44,Medium,29.0,20.0
Poppy,231,72.0,Rainy,High-End Customers,16632.0,3326.4,284,5,9.0,2023-12-18 00:38:16,2023-12-19 16:38:16,Low,40.0,20.0
Sunflower,171,53.0,Rainy,Luxury Events,9063.0,1812.6,257,5,7.0,2023-08-28 17:45:36,2023-08-31 15:45:36,Low,70.0,20.0
Daisy,134,210.0,Cloudy,High-End Customers,28140.0,5628.0,285,7,9.0,2023-10-20 00:05:27,2023-10-21 10:05:27,High,34.0,20.0
Zinnia,85,112.0,Windy,Marriage,9520.0,1904.0,277,6,7.0,2023-03-09 07:59:50,2023-03-11 01:59:50,Medium,42.0,20.0
Poppy,259,64.0,Rainy,Luxury Events,16576.0,3315.2000000000003,284,5,7.0,2023-06-10 01:00:50,2023-06-12 09:00:50,Low,56.0,20.0
Marigold,187,137.0,Rainy,Luxury Events,25619.0,5123.8,284,5,7.0,2023-09-11 14:00:29,2023-09-13 19:00:29,Medium,53.0,20.0
Rose,123,168.0,Sunny,Festivals,20664.0,4132.8,281,10,7.0,2023-01-28 19:20:22,2023-01-30 17:20:22,High,46.0,20.0
Jasmine,71,111.0,Windy,Luxury Events,7881.0,1576.2,293,6,7.0,2023-10-03 14:42:02,2023-10-05 21:42:02,Medium,55.0,20.0
Rose,122,124.0,Sunny,Corporate Events,15128.0,3025.6000000000004,281,10,7.0,2023-12-04 15:51:51,2023-12-05 01:51:51,Medium,10.0,20.0
Orchid,305,40.0,Rainy,Festivals,12200.0,2440.0,289,5,7.0,2023-10-05 23:56:40,2023-10-08 18:56:40,Low,67.0,20.0
Chrysanthemum,130,131.0,Rainy,Corporate Events,17030.0,3406.0,269,5,7.0,2023-09-16 09:06:05,2023-09-18 19:06:05,Medium,58.0,20.0
Carnation,155,195.0,Sunny,Weddings,30225.0,6045.0,283,10,7.0,2023-02-10 17:20:00,2023-02-13 16:20:00,High,71.0,20.0
Jasmine,133,52.0,Rainy,Festivals,6916.0,1383.2,293,5,7.0,2023-02-21 09:53:25,2023-02-24 00:53:25,Low,63.0,20.0
Chrysanthemum,182,10.0,Rainy,Corporate Events,1820.0,364.0,269,5,7.0,2023-01-22 04:58:57,2023-01-23 19:58:57,Low,39.0,20.0
Carnation,199,68.0,Windy,Festivals,13532.0,2706.4,283,6,7.0,2023-10-19 22:42:37,2023-10-22 18:42:37,Low,68.0,20.0
Marigold,190,268.0,Rainy,Temple,44665.375,8933.075,284,5,6.0,2023-04-26 04:34:58,2023-04-26 08:34:58,High,4.0,20.0
Zinnia,141,117.0,Windy,Weddings,16497.0,3299.4,277,6,7.0,2023-10-25 09:28:58,2023-10-27 17:28:58,Medium,56.0,20.0
Dahlia,171,10.0,Windy,Luxury Events,1710.0,342.0,300,6,7.0,2023-05-10 15:03:03,2023-05-12 23:03:03,Low,56.0,20.0
Rose,98,114.0,Cloudy,Temple,11172.0,2234.4,281,7,6.0,2023-06-08 15:24:02,2023-06-09 08:24:02,Medium,17.0,20.0
Gerbera,151,260.0,Sunny,Festivals,39260.0,7852.0,242,10,7.0,2023-05-11 01:11:30,2023-05-12 10:11:30,High,33.0,20.0
Zinnia,121,150.0,Rainy,Festivals,18150.0,3630.0,277,5,7.0,2023-06-20 13:55:32,2023-06-21 05:55:32,Medium,16.0,20.0
Hibiscus,113,100.0,Windy,Marriage,11300.0,2260.0,273,6,7.0,2023-03-07 21:34:11,2023-03-10 14:34:11,Low,65.0,20.0
Orchid,285,10.0,Cloudy,Marriage,2850.0,570.0,289,7,7.0,2023-11-18 12:12:32,2023-11-19 18:12:32,Low,30.0,20.0
Orchid,295,71.0,Windy,Weddings,20945.0,4189.0,289,6,7.0,2023-09-28 08:49:40,2023-09-28 23:49:40,Low,15.0,20.0
Jasmine,131,96.0,Rainy,High-End Customers,12576.0,2515.2000000000003,293,5,9.0,2023-04-23 16:48:43,2023-04-26 00:48:43,Low,56.0,20.0
Gerbera,155,215.0,Sunny,Daily Consumers,33325.0,6665.0,242,10,7.0,2023-01-24 16:44:50,2023-01-27 13:44:50,High,69.0,20.0
Zinnia,117,75.0,Sunny,Corporate Events,8775.0,1755.0,277,10,7.0,2023-12-16 23:38:44,2023-12-17 11:38:44,Low,12.0,20.0
Marigold,168,208.0,Rainy,Corporate Events,34944.0,6988.8,284,5,7.0,2023-08-17 04:36:34,2023-08-19 03:36:34,High,47.0,20.0
Hibiscus,119,220.0,Sunny,Daily Consumers,26180.0,5236.0,273,10,7.0,2023-07-01 04:18:36,2023-07-02 04:18:36,High,24.0,20.0
Sunflower,155,53.0,Sunny,Temple,8215.0,1643.0,257,10,6.0,2023-08-17 15:13:15,2023-08-20 10:13:15,Low,67.0,20.0
Tulip,236,13.0,Windy,Daily Consumers,3068.0,613.6,257,6,7.0,2023-02-14 02:06:12,2023-02-15 20:06:12,Low,42.0,20.0
Carnation,133,151.0,Rainy,Temple,20083.0,4016.6,283,5,6.0,2023-12-01 11:10:25,2023-12-01 15:10:25,Medium,4.0,20.0
Dahlia,156,126.0,Windy,Marriage,19656.0,3931.2,300,6,7.0,2023-07-16 18:35:30,2023-07-18 03:35:30,Medium,33.0,20.0
Daisy,92,79.0,Cloudy,Weddings,7268.0,1453.6,285,7,7.0,2023-11-21 19:35:29,2023-11-22 19:35:29,Low,24.0,20.0
Poppy,233,50.0,Cloudy,Corporate Events,11650.0,2330.0,284,7,7.0,2023-04-26 18:49:19,2023-04-26 19:49:19,Low,1.0,20.0
Marigold,198,223.0,Sunny,Special Events,44154.0,8830.800000000001,284,10,8.0,2023-10-04 20:14:14,2023-10-06 00:14:14,High,28.0,20.0
Marigold,190,224.0,Cloudy,Temple,42560.0,8512.0,284,7,6.0,2023-07-24 10:42:56,2023-07-25 23:42:56,High,37.0,20.0
Geranium,134,62.0,Windy,Weddings,8308.0,1661.6,264,6,7.0,2023-07-08 02:19:12,2023-07-09 16:19:12,Low,38.0,20.0
Dahlia,214,149.0,Rainy,High-End Customers,31886.0,6377.200000000001,300,5,9.0,2023-09-06 22:23:57,2023-09-09 01:23:57,Medium,51.0,20.0
Dahlia,182,93.0,Sunny,Festivals,16926.0,3385.2000000000003,300,10,7.0,2023-01-13 16:06:35,2023-01-16 13:06:35,Low,69.0,20.0
Daisy,102,112.0,Sunny,Special Events,11424.0,2284.8,285,10,8.0,2023-10-20 09:54:40,2023-10-23 03:54:40,Medium,66.0,20.0
Marigold,171,193.0,Sunny,Luxury Events,33003.0,6600.6,284,10,7.0,2023-10-15 08:42:42,2023-10-15 11:42:42,High,3.0,20.0
Dahlia,186,10.0,Sunny,Special Events,1860.0,372.0,300,10,8.0,2023-09-20 09:39:55,2023-09-21 01:39:55,Low,16.0,20.0
Dahlia,207,80.0,Rainy,Festivals,16560.0,3312.0,300,5,7.0,2023-01-28 03:06:45,2023-01-29 05:06:45,Low,26.0,20.0
Sunflower,107,98.0,Sunny,Luxury Events,10486.0,2097.2000000000003,257,10,7.0,2023-07-07 01:03:50,2023-07-08 16:03:50,Low,39.0,20.000000000000004
Lily,179,158.0,Rainy,Corporate Events,28282.0,5656.400000000001,280,5,7.0,2023-04-06 04:52:51,2023-04-07 17:52:51,High,37.0,20.0
Dahlia,158,10.0,Windy,High-End Customers,1580.0,316.0,300,6,9.0,2023-09-25 20:07:09,2023-09-28 05:07:09,Low,57.0,20.0
Marigold,179,226.0,Sunny,Luxury Events,40454.0,8090.8,284,10,7.0,2023-03-15 04:05:39,2023-03-17 01:05:39,High,45.0,20.0
Poppy,217,69.0,Sunny,Corporate Events,14973.0,2994.6000000000004,284,10,7.0,2023-09-24 17:38:53,2023-09-26 03:38:53,Low,34.0,20.0
Orchid,270,10.0,Windy,Corporate Events,2700.0,540.0,289,6,7.0,2023-08-16 14:19:22,2023-08-18 19:19:22,Low,53.0,20.0
Jasmine,71,144.0,Windy,Special Events,10224.0,2044.8,293,6,8.0,2023-08-30 07:20:10,2023-09-01 02:20:10,Medium,43.0,20.0
Geranium,157,113.0,Sunny,Festivals,17741.0,3548.2000000000003,264,10,7.0,2023-02-02 04:58:24,2023-02-04 20:58:24,Medium,64.0,20.0
Lavender,173,10.0,Windy,Festivals,1730.0,346.0,284,6,7.0,2023-08-10 13:51:01,2023-08-11 00:51:01,Low,11.0,20.0
Jasmine,127,39.0,Rainy,Festivals,4953.0,990.6,293,5,7.0,2023-06-27 14:13:25,2023-06-30 04:13:25,Low,62.0,20.0
Gerbera,154,170.0,Sunny,Festivals,26180.0,5236.0,242,10,7.0,2023-03-07 01:34:10,2023-03-09 06:34:10,High,53.0,20.0
Rose,93,113.0,Cloudy,Festivals,10509.0,2101.8,281,7,7.0,2023-02-03 04:25:18,2023-02-04 09:25:18,Medium,29.0,20.0
Poppy,253,73.0,Cloudy,Corporate Events,18469.0,3693.8,284,7,7.0,2023-03-22 00:39:28,2023-03-22 14:39:28,Low,14.0,20.0
Lavender,181,111.0,Cloudy,Temple,20091.0,4018.2,284,7,6.0,2023-12-26 22:51:10,2023-12-28 02:51:10,Medium,28.0,20.0
Chrysanthemum,112,55.0,Sunny,Festivals,6160.0,1232.0,269,10,7.0,2023-08-18 02:14:15,2023-08-20 17:14:15,Low,63.0,20.0
Orchid,285,10.0,Sunny,Daily Consumers,2850.0,570.0,289,10,7.0,2023-12-18 02:08:01,2023-12-18 22:08:01,Low,20.0,20.0
Orchid,305,10.0,Sunny,Marriage,3050.0,610.0,289,10,7.0,2023-08-09 07:25:22,2023-08-09 09:25:22,Low,2.0,20.0
Orchid,293,10.0,Cloudy,Special Events,2930.0,586.0,289,7,8.0,2023-12-21 13:45:43,2023-12-23 12:45:43,Low,47.0,20.0
Tulip,263,110.0,Windy,High-End Customers,28930.0,5786.0,257,6,9.0,2023-01-06 16:25:10,2023-01-08 13:25:10,Medium,45.0,20.0
Gerbera,125,233.0,Cloudy,Weddings,29125.0,5825.0,242,7,7.0,2023-02-23 13:08:22,2023-02-24 15:08:22,High,26.0,20.0
Zinnia,144,171.0,Windy,Weddings,24624.0,4924.8,277,6,7.0,2023-03-25 14:23:35,2023-03-26 05:23:35,High,15.0,20.0
Dahlia,202,18.0,Sunny,Luxury Events,3636.0,727.2,300,10,7.0,2023-01-04 15:53:38,2023-01-05 17:53:38,Low,26.0,20.0
Rose,92,165.0,Sunny,Weddings,15180.0,3036.0,281,10,7.0,2023-09-21 15:55:51,2023-09-23 04:55:51,High,37.0,20.0
Poppy,237,113.0,Sunny,Corporate Events,26781.0,5356.200000000001,284,10,7.0,2023-05-08 16:57:33,2023-05-09 05:57:33,Medium,13.0,20.000000000000004
Calla Lily,293,33.0,Cloudy,High-End Customers,9669.0,1933.8,298,7,9.0,2023-04-06 07:00:43,2023-04-07 08:00:43,Low,25.0,20.0
Geranium,174,108.0,Windy,Special Events,18792.0,3758.4,264,6,8.0,2023-12-12 03:56:33,2023-12-14 05:56:33,Medium,50.0,20.0
Daisy,150,169.0,Rainy,Special Events,25350.0,5070.0,285,5,8.0,2023-11-21 15:15:27,2023-11-22 04:15:27,High,13.0,20.0
Calla Lily,231,30.0,Sunny,Daily Consumers,6930.0,1386.0,298,10,7.0,2023-01-30 21:46:18,2023-01-31 06:46:18,Low,9.0,20.0
Carnation,171,185.0,Rainy,Daily Consumers,31635.0,6327.0,283,5,7.0,2023-05-25 22:34:12,2023-05-27 14:34:12,High,40.0,20.0
Hibiscus,138,128.0,Cloudy,Temple,17664.0,3532.8,273,7,6.0,2023-05-12 13:59:40,2023-05-15 12:59:40,Medium,71.0,20.0
Zinnia,97,163.0,Sunny,Corporate Events,15811.0,3162.2000000000003,277,10,7.0,2023-12-29 16:21:57,2023-12-30 02:21:57,High,10.0,20.0
Lily,224,64.0,Rainy,High-End Customers,14336.0,2867.2000000000003,280,5,9.0,2023-05-06 05:46:53,2023-05-07 16:46:53,Low,35.0,20.0
Rose,154,171.0,Rainy,Luxury Events,26334.0,5266.8,281,5,7.0,2023-04-19 19:30:45,2023-04-20 07:30:45,High,12.0,20.0
Geranium,163,188.0,Cloudy,Temple,30644.0,6128.8,264,7,6.0,2023-12-09 03:37:03,2023-12-11 08:37:03,High,53.0,20.0
Orchid,284,10.0,Rainy,Weddings,2840.0,568.0,289,5,7.0,2023-03-26 19:48:00,2023-03-28 16:48:00,Low,45.0,20.0
Daisy,146,101.0,Rainy,Temple,14746.0,2949.2000000000003,285,5,6.0,2023-06-15 16:56:30,2023-06-16 00:56:30,Low,8.0,20.0
Tulip,229,116.0,Windy,Festivals,26564.0,5312.8,257,6,7.0,2023-11-27 03:43:55,2023-11-28 11:43:55,Medium,32.0,20.0
Sunflower,105,143.0,Rainy,Special Events,15015.0,3003.0,257,5,8.0,2023-01-06 03:12:53,2023-01-07 22:12:53,Medium,43.0,20.0
Lily,167,69.0,Windy,Luxury Events,11523.0,2304.6,280,6,7.0,2023-12-17 03:27:33,2023-12-17 18:27:33,Low,15.0,20.0
Hibiscus,63,224.0,Windy,High-End Customers,14112.0,2822.4,273,6,9.0,2023-09-04 03:11:13,2023-09-07 01:11:13,High,70.0,20.0
Poppy,254,46.0,Cloudy,Marriage,11684.0,2336.8,284,7,7.0,2023-01-12 18:40:36,2023-01-15 09:40:36,Low,63.0,20.0
Lily,207,56.0,Windy,Daily Consumers,11592.0,2318.4,280,6,7.0,2023-05-30 14:31:57,2023-06-01 07:31:57,Low,41.0,20.0
Sunflower,174,107.0,Windy,Temple,18618.0,3723.6,257,6,6.0,2023-04-21 07:12:34,2023-04-23 13:12:34,Medium,54.0,20.0
Poppy,234,29.0,Windy,Festivals,6786.0,1357.2,284,6,7.0,2023-08-27 11:29:05,2023-08-28 23:29:05,Low,36.0,20.0
Calla Lily,250,128.0,Cloudy,Luxury Events,32000.0,6400.0,298,7,7.0,2023-12-09 01:19:03,2023-12-10 02:19:03,Medium,25.0,20.0
Geranium,133,99.0,Rainy,Marriage,13167.0,2633.4,264,5,7.0,2023-08-08 18:24:09,2023-08-10 05:24:09,Low,35.0,20.0
Dahlia,184,115.0,Cloudy,Special Events,21160.0,4232.0,300,7,8.0,2023-06-28 19:25:50,2023-06-29 02:25:50,Medium,7.0,20.0
Carnation,204,94.0,Windy,Luxury Events,19176.0,3835.2,283,6,7.0,2023-06-17 12:39:55,2023-06-18 23:39:55,Low,35.0,20.0
Jasmine,146,79.0,Sunny,Weddings,11534.0,2306.8,293,10,7.0,2023-08-04 22:14:15,2023-08-07 15:14:15,Low,65.0,20.0
Zinnia,73,61.0,Rainy,Daily Consumers,4453.0,890.6,277,5,7.0,2023-08-10 15:50:56,2023-08-11 01:50:56,Low,10.0,20.0
Hibiscus,93,113.0,Cloudy,Daily Consumers,10509.0,2101.8,273,7,7.0,2023-02-06 11:29:07,2023-02-08 10:29:07,Medium,47.0,20.0
Jasmine,128,51.0,Windy,Special Events,6528.0,1305.6,293,6,8.0,2023-10-13 02:04:56,2023-10-14 17:04:56,Low,39.0,20.0
Carnation,155,50.0,Windy,Corporate Events,7750.0,1550.0,283,6,7.0,2023-01-29 17:40:13,2023-01-30 10:40:13,Low,17.0,20.0
Orchid,312,61.0,Sunny,Temple,19032.0,3806.4,289,10,6.0,2023-07-19 07:14:06,2023-07-20 12:14:06,Low,29.0,20.0
Lily,161,12.0,Sunny,Luxury Events,1932.0,386.4,280,10,7.0,2023-12-04 04:01:21,2023-12-04 20:01:21,Low,16.0,20.0
Rose,147,179.0,Windy,Marriage,26313.0,5262.6,281,6,7.0,2023-03-23 22:50:16,2023-03-24 19:50:16,High,21.0,20.0
Poppy,234,99.0,Cloudy,High-End Customers,23166.0,4633.2,284,7,9.0,2023-05-30 15:24:07,2023-06-02 04:24:07,Low,61.0,20.0
Geranium,121,35.0,Windy,Marriage,4235.0,847.0,264,6,7.0,2023-06-08 04:46:11,2023-06-09 10:46:11,Low,30.0,20.0
Calla Lily,267,99.0,Sunny,High-End Customers,26433.0,5286.6,298,10,9.0,2023-01-10 15:23:27,2023-01-10 18:23:27,Low,3.0,20.0
Daisy,138,112.0,Cloudy,Temple,15456.0,3091.2000000000003,285,7,6.0,2023-02-09 23:37:50,2023-02-10 09:37:50,Medium,10.0,20.0
Carnation,133,151.0,Cloudy,Temple,20083.0,4016.6,283,7,6.0,2023-10-29 18:02:39,2023-11-01 04:02:39,Medium,58.0,20.0
Zinnia,124,151.0,Windy,Special Events,18724.0,3744.8,277,6,8.0,2023-10-31 23:50:04,2023-11-02 22:50:04,Medium,47.0,20.0
Marigold,177,217.0,Windy,Marriage,38409.0,7681.8,284,6,7.0,2023-07-01 00:43:15,2023-07-03 06:43:15,High,54.0,20.0
Hibiscus,137,89.0,Sunny,Daily Consumers,12193.0,2438.6,273,10,7.0,2023-09-10 05:37:06,2023-09-11 00:37:06,Low,19.0,20.0
Carnation,131,50.0,Sunny,High-End Customers,6550.0,1310.0,283,10,9.0,2023-11-27 17:12:13,2023-11-29 19:12:13,Low,50.0,20.0
Carnation,207,109.0,Rainy,Daily Consumers,22563.0,4512.6,283,5,7.0,2023-05-12 05:11:15,2023-05-12 23:11:15,Medium,18.0,20.0
Marigold,182,159.0,Cloudy,Marriage,28938.0,5787.6,284,7,7.0,2023-01-12 08:19:12,2023-01-12 18:19:12,High,10.0,20.0
Carnation,187,179.0,Cloudy,Festivals,33473.0,6694.6,283,7,7.0,2023-04-03 23:08:55,2023-04-05 10:08:55,High,35.0,20.0
Lavender,224,53.0,Cloudy,Luxury Events,11872.0,2374.4,284,7,7.0,2023-04-28 22:36:59,2023-05-01 12:36:59,Low,62.0,20.0
Geranium,137,81.0,Sunny,Temple,11097.0,2219.4,264,10,6.0,2023-02-20 11:49:22,2023-02-22 18:49:22,Low,55.0,20.0
Calla Lily,263,10.0,Sunny,Weddings,2630.0,526.0,298,10,7.0,2023-09-14 01:02:48,2023-09-15 03:02:48,Low,26.0,20.0
Hibiscus,139,164.0,Windy,Festivals,22796.0,4559.2,273,6,7.0,2023-08-15 15:33:44,2023-08-18 14:33:44,High,71.0,20.0
Zinnia,75,118.0,Rainy,Luxury Events,8850.0,1770.0,277,5,7.0,2023-11-27 04:58:12,2023-11-28 15:58:12,Medium,35.0,20.0
Geranium,168,67.0,Windy,Luxury Events,11256.0,2251.2000000000003,264,6,7.0,2023-12-27 14:05:35,2023-12-29 02:05:35,Low,36.0,20.0
Chrysanthemum,167,123.0,Cloudy,Weddings,20541.0,4108.2,269,7,7.0,2023-02-09 15:00:35,2023-02-09 17:00:35,Medium,2.0,20.0
Gerbera,149,145.0,Cloudy,Special Events,21605.0,4321.0,242,7,8.0,2023-04-20 15:46:36,2023-04-22 11:46:36,Medium,44.0,20.0
Daisy,148,85.0,Sunny,Special Events,12580.0,2516.0,285,10,8.0,2023-03-09 09:54:53,2023-03-09 14:54:53,Low,5.0,20.0
Carnation,130,52.0,Rainy,Corporate Events,6760.0,1352.0,283,5,7.0,2023-02-02 13:24:13,2023-02-03 06:24:13,Low,17.0,20.0
Dahlia,197,10.0,Sunny,Corporate Events,1970.0,394.0,300,10,7.0,2023-01-03 15:38:37,2023-01-05 02:38:37,Low,35.0,20.0
Orchid,344,94.0,Cloudy,Weddings,32336.0,6467.200000000001,289,7,7.0,2023-09-21 14:30:32,2023-09-23 17:30:32,Low,51.0,20.0
Gerbera,131,154.0,Windy,Special Events,20174.0,4034.8,242,6,8.0,2023-07-23 01:31:55,2023-07-24 16:31:55,Medium,39.0,20.0
Gerbera,107,117.0,Rainy,Corporate Events,12519.0,2503.8,242,5,7.0,2023-02-09 10:49:01,2023-02-12 05:49:01,Medium,67.0,20.0
Sunflower,158,91.0,Sunny,Festivals,14378.0,2875.6000000000004,257,10,7.0,2023-06-13 19:49:22,2023-06-14 18:49:22,Low,23.0,20.000000000000004
Poppy,190,104.0,Windy,Weddings,19760.0,3952.0,284,6,7.0,2023-05-08 10:19:33,2023-05-08 11:19:33,Low,1.0,20.0
Lily,206,101.0,Rainy,Weddings,20806.0,4161.2,280,5,7.0,2023-07-25 23:03:50,2023-07-27 04:03:50,Low,29.0,20.0
Carnation,181,202.0,Sunny,Festivals,36562.0,7312.400000000001,283,10,7.0,2023-08-02 07:32:17,2023-08-03 03:32:17,High,20.0,20.0
Lavender,178,134.0,Windy,High-End Customers,23852.0,4770.400000000001,284,6,9.0,2023-08-16 10:44:07,2023-08-16 18:44:07,Medium,8.0,20.0
Lavender,210,16.0,Sunny,Festivals,3360.0,672.0,284,10,7.0,2023-07-29 05:58:01,2023-07-29 15:58:01,Low,10.0,20.0
Hibiscus,99,143.0,Sunny,Daily Consumers,14157.0,2831.4,273,10,7.0,2023-03-06 16:47:46,2023-03-08 00:47:46,Medium,32.0,20.0
Marigold,175,220.0,Windy,Luxury Events,38500.0,7700.0,284,6,7.0,2023-03-08 23:10:10,2023-03-10 12:10:10,High,37.0,20.0
Gerbera,154,177.0,Cloudy,Marriage,27258.0,5451.6,242,7,7.0,2023-02-01 22:50:43,2023-02-03 09:50:43,High,35.0,20.0
Sunflower,126,109.0,Sunny,High-End Customers,13734.0,2746.8,257,10,9.0,2023-02-21 15:34:33,2023-02-22 12:34:33,Medium,21.0,20.0
Lily,170,136.0,Cloudy,Weddings,23120.0,4624.0,280,7,7.0,2023-09-18 11:37:30,2023-09-20 04:37:30,Medium,41.0,20.0
Calla Lily,279,10.0,Sunny,Weddings,2790.0,558.0,298,10,7.0,2023-06-20 11:03:10,2023-06-22 12:03:10,Low,49.0,20.0
Gerbera,80,141.0,Cloudy,Daily Consumers,11280.0,2256.0,242,7,7.0,2023-07-15 12:30:19,2023-07-16 09:30:19,Medium,21.0,20.0
Jasmine,92,57.0,Windy,Special Events,5244.0,1048.8,293,6,8.0,2023-12-05 09:42:33,2023-12-08 09:42:33,Low,72.0,20.0
Orchid,342,58.0,Rainy,Special Events,19836.0,3967.2,289,5,8.0,2023-05-22 17:01:01,2023-05-24 14:01:01,Low,45.0,20.0
Lily,208,99.0,Cloudy,Corporate Events,20592.0,4118.400000000001,280,7,7.0,2023-12-05 22:33:30,2023-12-06 11:33:30,Low,13.0,20.000000000000004
Lily,188,119.0,Sunny,Luxury Events,22372.0,4474.400000000001,280,10,7.0,2023-09-12 00:45:37,2023-09-12 02:45:37,Medium,2.0,20.0
Zinnia,138,193.0,Sunny,Festivals,26634.0,5326.8,277,10,7.0,2023-06-14 17:22:56,2023-06-16 11:22:56,High,42.0,20.0
Geranium,151,114.0,Windy,Daily Consumers,17214.0,3442.8,264,6,7.0,2023-08-18 23:16:35,2023-08-21 06:16:35,Medium,55.0,20.0
Gerbera,118,173.0,Sunny,Festivals,20414.0,4082.8,242,10,7.0,2023-04-07 17:21:02,2023-04-08 21:21:02,High,28.0,20.0
Hibiscus,106,100.0,Rainy,Corporate Events,10600.0,2120.0,273,5,7.0,2023-06-04 09:29:34,2023-06-04 12:29:34,Low,3.0,20.0
Orchid,299,10.0,Rainy,Festivals,2990.0,598.0,289,5,7.0,2023-07-01 13:48:57,2023-07-03 05:48:57,Low,40.0,20.0
Jasmine,113,41.0,Sunny,Temple,4633.0,926.6,293,10,6.0,2023-04-10 09:27:44,2023-04-10 13:27:44,Low,4.0,20.0
