Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start Date,Start Time,End Date,End Time
Sunflower,116,91,Windy,Temple,10556,2111.2000000000003,257,6,6.0,2023-07-30,10:46:57,2023-08-01,22:46:57
Lavender,181,96,Windy,High-End Customers,17376,3475.2000000000003,284,6,9.0,2023-01-12,16:47:28,2023-01-13,14:47:28
Lavender,227,119,Cloudy,Weddings,27013,5402.6,284,7,,2023-11-03,15:46:51,2023-11-06,13:46:51
Rose,93,146,Windy,Daily Consumers,13578,2715.6000000000004,281,6,,2023-09-06,12:40:24,2023-09-07,05:40:24
Lily,214,83,Windy,Daily Consumers,17762,3552.4,280,6,,2023-09-15,06:43:21,2023-09-15,22:43:21
Sunflower,144,55,Cloudy,Temple,7920,1584.0,257,7,6.0,2023-06-03,15:59:19,2023-06-06,04:59:19
Calla Lily,287,10,Rainy,Festivals,2870,574.0,298,5,,2023-02-27,01:37:34,2023-02-28,06:37:34
Geranium,165,180,Sunny,Daily Consumers,29700,5940.0,264,10,,2023-04-04,12:30:15,2023-04-05,20:30:15
Sunflower,173,177,Cloudy,Luxury Events,30621,6124.200000000001,257,7,,2023-03-26,10:16:44,2023-03-28,10:16:44
Jasmine,133,146,Cloudy,Festivals,19418,3883.6,293,7,,2023-08-30,01:11:36,2023-08-30,03:11:36
Calla Lily,235,82,Windy,Weddings,19270,3854.0,298,6,,2023-05-28,20:17:00,2023-05-31,09:17:00
Geranium,170,104,Rainy,Corporate Events,17680,3536.0,264,5,7.0,2023-11-20,20:51:46,2023-11-21,13:51:46
Sunflower,149,80,Windy,Weddings,11920,2384.0,257,6,,2023-02-17,04:19:13,2023-02-18,20:19:13
Geranium,166,72,Sunny,Daily Consumers,11952,2390.4,264,10,,2023-12-20,01:22:12,2023-12-22,22:22:12
Zinnia,72,159,Windy,High-End Customers,11448,2289.6,277,6,9.0,2023-02-13,07:09:04,2023-02-14,11:09:04
Daisy,126,178,Cloudy,Marriage,22428,4485.6,285,7,,2023-01-16,18:02:40,2023-01-18,08:02:40
Carnation,161,199,Windy,Marriage,32039,6407.8,283,6,,2023-02-22,04:51:23,2023-02-25,04:51:23
Carnation,132,195,Cloudy,Daily Consumers,25740,5148.0,283,7,,2023-05-08,00:51:15,2023-05-09,05:51:15
Orchid,304,10,Cloudy,Weddings,3040,608.0,289,7,,2023-05-16,13:25:22,2023-05-18,04:25:22
Zinnia,120,100,Cloudy,Temple,12000,2400.0,277,7,6.0,2023-12-21,02:59:43,2023-12-22,20:59:43
Daisy,141,135,Cloudy,Corporate Events,19035,3807.0,285,7,7.0,2023-05-30,20:53:16,2023-05-31,03:53:16
Orchid,300,33,Windy,Marriage,9900,1980.0,289,6,,2023-12-11,16:50:58,2023-12-13,11:50:58
Rose,98,201,Rainy,High-End Customers,19698,3939.6,281,5,9.0,2023-12-12,08:07:31,2023-12-12,11:07:31
Daisy,109,166,Rainy,Temple,18094,3618.8,285,5,6.0,2023-06-30,09:47:22,2023-07-02,07:47:22
Lily,181,16,Rainy,Temple,2896,579.2,280,5,6.0,2023-08-20,07:55:56,2023-08-23,07:55:56
Tulip,289,78,Cloudy,Daily Consumers,22542,4508.400000000001,257,7,,2023-12-14,02:35:45,2023-12-16,16:35:45
Jasmine,79,107,Rainy,Temple,8453,1690.6,293,5,6.0,2023-09-20,15:30:02,2023-09-21,11:30:02
Geranium,190,149,Cloudy,High-End Customers,28310,5662.0,264,7,9.0,2023-11-03,17:09:21,2023-11-05,17:09:21
Dahlia,169,111,Rainy,Festivals,18759,3751.8,300,5,,2023-07-03,17:57:16,2023-07-06,04:57:16
Marigold,200,253,Windy,Marriage,50600,10120.0,284,6,,2023-04-18,17:21:48,2023-04-19,22:21:48
Zinnia,111,118,Rainy,Corporate Events,13098,2619.6000000000004,277,5,7.0,2023-06-28,02:26:30,2023-06-30,10:26:30
Jasmine,71,141,Windy,Luxury Events,10011,2002.2,293,6,,2023-12-08,22:43:07,2023-12-11,06:43:07
Rose,124,182,Cloudy,Festivals,22568,4513.6,281,7,,2023-11-08,03:14:54,2023-11-10,00:14:54
Dahlia,166,90,Windy,Temple,14940,2988.0,300,6,6.0,2023-02-16,23:10:08,2023-02-18,14:10:08
Hibiscus,133,97,Windy,Weddings,12901,2580.2000000000003,273,6,,2023-08-18,10:55:36,2023-08-18,13:55:36
Poppy,194,74,Cloudy,Special Events,14356,2871.2000000000003,284,7,8.0,2023-07-14,05:27:00,2023-07-16,23:27:00
Dahlia,159,74,Sunny,Corporate Events,11766,2353.2000000000003,300,10,7.0,2023-04-07,14:21:29,2023-04-09,02:21:29
Zinnia,70,152,Cloudy,Weddings,10640,2128.0,277,7,,2023-05-27,13:18:56,2023-05-29,04:18:56
Dahlia,140,90,Rainy,Marriage,12600,2520.0,300,5,,2023-04-20,17:43:34,2023-04-22,02:43:34
Sunflower,164,142,Rainy,Luxury Events,23288,4657.6,257,5,,2023-03-20,09:50:30,2023-03-20,12:50:30
Jasmine,105,91,Windy,Daily Consumers,9555,1911.0,293,6,,2023-03-22,12:40:08,2023-03-24,18:40:08
Marigold,128,265,Rainy,Weddings,33920,6784.0,284,5,,2023-07-05,08:47:02,2023-07-06,11:47:02
Orchid,346,43,Sunny,Festivals,14878,2975.6000000000004,289,10,,2023-05-23,03:01:54,2023-05-25,03:01:54
Sunflower,118,55,Windy,Daily Consumers,6490,1298.0,257,6,,2023-06-28,02:33:47,2023-06-29,18:33:47
Chrysanthemum,126,131,Cloudy,Special Events,16506,3301.2000000000003,269,7,8.0,2023-01-14,04:18:25,2023-01-16,08:18:25
Chrysanthemum,160,78,Rainy,Luxury Events,12480,2496.0,269,5,,2023-04-09,05:04:28,2023-04-10,23:04:28
Dahlia,187,128,Windy,Special Events,23936,4787.2,300,6,8.0,2023-06-19,22:21:13,2023-06-21,22:21:13
Poppy,191,10,Sunny,Marriage,1910,382.0,284,10,,2023-10-28,19:38:57,2023-10-30,07:38:57
Poppy,197,30,Cloudy,Marriage,5910,1182.0,284,7,,2023-05-08,23:54:21,2023-05-10,21:54:21
Chrysanthemum,164,14,Windy,Corporate Events,2296,459.2000000000001,269,6,7.0,2023-05-23,10:19:30,2023-05-26,10:19:30
Marigold,137,137,Cloudy,Festivals,18769,3753.8,284,7,,2023-07-18,18:47:43,2023-07-19,14:47:43
Lavender,179,32,Windy,Festivals,5728,1145.6,284,6,,2023-06-02,06:18:41,2023-06-03,09:18:41
Dahlia,173,42,Cloudy,Special Events,7266,1453.2,300,7,8.0,2023-10-29,21:17:20,2023-11-01,00:17:20
Daisy,150,185,Cloudy,Corporate Events,27750,5550.0,285,7,7.0,2023-03-28,03:11:49,2023-03-29,08:11:49
Dahlia,205,131,Cloudy,Marriage,26855,5371.0,300,7,,2023-10-25,06:37:32,2023-10-25,11:37:32
Dahlia,205,103,Rainy,Corporate Events,21115,4223.0,300,5,7.0,2023-05-22,07:48:53,2023-05-22,08:48:53
Zinnia,74,163,Sunny,Temple,12062,2412.4,277,10,6.0,2023-04-27,07:33:02,2023-04-29,13:33:02
Rose,140,106,Sunny,Weddings,14840,2968.0,281,10,,2023-12-26,18:26:11,2023-12-27,08:26:11
Jasmine,139,153,Rainy,Temple,21267,4253.400000000001,293,5,6.0,2023-04-11,01:06:49,2023-04-12,06:06:49
Tulip,275,85,Rainy,Festivals,23375,4675.0,257,5,,2023-03-18,17:49:38,2023-03-20,02:49:38
Chrysanthemum,189,83,Rainy,Special Events,15687,3137.4,269,5,8.0,2023-01-11,00:06:46,2023-01-11,20:06:46
Calla Lily,254,105,Windy,Luxury Events,26670,5334.0,298,6,,2023-06-19,23:52:39,2023-06-22,06:52:39
Calla Lily,270,38,Rainy,High-End Customers,10260,2052.0,298,5,9.0,2023-04-23,00:05:44,2023-04-24,07:05:44
Dahlia,155,126,Sunny,Special Events,19530,3906.0,300,10,8.0,2023-03-01,23:29:30,2023-03-03,23:29:30
Tulip,260,92,Sunny,Daily Consumers,23920,4784.0,257,10,,2023-02-23,19:02:03,2023-02-25,21:02:03
Marigold,179,174,Rainy,Weddings,31146,6229.200000000001,284,5,,2023-12-14,01:23:03,2023-12-15,23:23:03
Lavender,250,115,Rainy,Corporate Events,28750,5750.0,284,5,7.0,2023-02-26,08:14:28,2023-02-27,20:14:28
Carnation,156,85,Cloudy,Luxury Events,13260,2652.0,283,7,,2023-02-12,13:33:30,2023-02-12,18:33:30
Tulip,225,10,Windy,Temple,2250,450.0,257,6,6.0,2023-01-26,13:24:09,2023-01-26,14:24:09
Dahlia,219,11,Rainy,Temple,2409,481.8,300,5,6.0,2023-07-18,05:03:52,2023-07-21,03:03:52
Chrysanthemum,110,144,Sunny,Luxury Events,15840,3168.0,269,10,,2023-01-16,09:50:05,2023-01-16,11:50:05
Marigold,144,198,Cloudy,High-End Customers,28512,5702.400000000001,284,7,9.0,2023-06-07,12:08:21,2023-06-09,18:08:21
Lavender,237,10,Sunny,Weddings,2370,474.0,284,10,,2023-02-26,06:22:09,2023-02-26,10:22:09
Chrysanthemum,168,44,Sunny,Temple,7392,1478.4,269,10,6.0,2023-08-28,09:31:44,2023-08-30,02:31:44
Zinnia,149,184,Rainy,Luxury Events,27416,5483.200000000001,277,5,,2023-02-12,14:23:12,2023-02-13,00:23:12
Marigold,141,235,Windy,Corporate Events,33135,6627.0,284,6,7.0,2023-11-13,19:53:16,2023-11-14,08:53:16
Geranium,157,77,Cloudy,Daily Consumers,12089,2417.8,264,7,,2023-03-11,20:04:01,2023-03-13,01:04:01
Rose,97,180,Rainy,Temple,17460,3492.0,281,5,6.0,2023-04-21,12:42:40,2023-04-21,21:42:40
Jasmine,116,50,Rainy,Corporate Events,5800,1160.0,293,5,7.0,2023-09-03,13:59:12,2023-09-05,04:59:12
Hibiscus,61,160,Windy,Marriage,9760,1952.0,273,6,,2023-12-03,06:14:33,2023-12-03,13:14:33
Dahlia,176,85,Rainy,Festivals,14960,2992.0,300,5,,2023-11-02,11:23:02,2023-11-02,16:23:02
Tulip,229,110,Sunny,High-End Customers,25190,5038.0,257,10,9.0,2023-09-04,00:41:39,2023-09-06,16:41:39
Calla Lily,285,99,Windy,Temple,28215,5643.0,298,6,6.0,2023-03-02,03:39:55,2023-03-04,15:39:55
Lily,230,42,Windy,Temple,9660,1932.0,280,6,6.0,2023-05-28,16:35:28,2023-05-29,04:35:28
Lavender,237,17,Windy,Corporate Events,4029,805.8000000000001,284,6,7.0,2023-01-26,14:54:39,2023-01-28,11:54:39
Geranium,167,81,Cloudy,Temple,13527,2705.4,264,7,6.0,2023-12-09,02:45:25,2023-12-11,20:45:25
Daisy,160,185,Cloudy,Corporate Events,29600,5920.0,285,7,7.0,2023-09-22,08:45:21,2023-09-22,11:45:21
Marigold,190,252,Cloudy,Daily Consumers,47880,9576.0,284,7,,2023-01-07,16:08:27,2023-01-09,17:08:27
Poppy,263,10,Windy,High-End Customers,2630,526.0,284,6,9.0,2023-11-26,17:29:06,2023-11-26,20:29:06
Poppy,248,112,Rainy,Daily Consumers,27776,5555.200000000001,284,5,,2023-05-17,02:43:23,2023-05-19,23:43:23
Sunflower,163,134,Cloudy,Weddings,21842,4368.400000000001,257,7,,2023-08-20,13:22:29,2023-08-21,04:22:29
Marigold,146,153,Sunny,High-End Customers,22338,4467.6,284,10,9.0,2023-09-26,08:55:55,2023-09-28,15:55:55
Rose,117,178,Cloudy,High-End Customers,20826,4165.2,281,7,9.0,2023-01-12,04:07:21,2023-01-13,22:07:21
Dahlia,153,22,Rainy,Special Events,3366,673.2,300,5,8.0,2023-12-20,06:44:52,2023-12-20,10:44:52
Lavender,208,12,Rainy,Daily Consumers,2496,499.2000000000001,284,5,,2023-09-03,21:54:36,2023-09-06,00:54:36
Lily,171,34,Sunny,Luxury Events,5814,1162.8,280,10,,2023-06-21,01:12:32,2023-06-21,13:12:32
Jasmine,84,91,Cloudy,Special Events,7644,1528.8000000000002,293,7,8.0,2023-03-27,09:14:47,2023-03-27,17:14:47
Chrysanthemum,151,76,Sunny,Marriage,11476,2295.2000000000003,269,10,,2023-04-04,11:29:54,2023-04-05,05:29:54
Zinnia,86,202,Sunny,Daily Consumers,17372,3474.4,277,10,,2023-09-26,14:22:38,2023-09-29,07:22:38
Lavender,202,74,Windy,Special Events,14948,2989.6000000000004,284,6,8.0,2023-11-27,05:15:16,2023-11-28,17:15:16
Marigold,131,230,Cloudy,Special Events,30130,6026.0,284,7,8.0,2023-11-20,05:47:23,2023-11-21,21:47:23
Sunflower,150,40,Rainy,High-End Customers,6000,1200.0,257,5,9.0,2023-09-29,04:51:21,2023-10-02,00:51:21
Carnation,144,167,Windy,High-End Customers,24048,4809.6,283,6,9.0,2023-10-06,14:38:47,2023-10-07,01:38:47
Rose,115,101,Cloudy,Temple,11615,2323.0,281,7,6.0,2023-11-07,13:53:06,2023-11-09,13:53:06
Marigold,151,255,Windy,Weddings,38505,7701.0,284,6,,2023-10-08,02:47:23,2023-10-08,13:47:23
Gerbera,160,109,Windy,Luxury Events,17440,3488.0,242,6,,2023-07-06,21:31:44,2023-07-07,02:31:44
Lavender,248,10,Cloudy,Weddings,2480,496.0,284,7,,2023-08-22,19:29:41,2023-08-23,03:29:41
Rose,111,221,Sunny,Temple,24531,4906.2,281,10,6.0,2023-10-05,00:10:11,2023-10-06,12:10:11
Lily,152,80,Rainy,Luxury Events,12160,2432.0,280,5,,2023-06-06,21:09:29,2023-06-09,12:09:29
Tulip,285,122,Rainy,Special Events,34770,6954.0,257,5,8.0,2023-02-25,12:59:43,2023-02-26,16:59:43
Calla Lily,262,10,Sunny,Temple,2620,524.0,298,10,6.0,2023-03-07,03:04:34,2023-03-07,20:04:34
Rose,138,140,Cloudy,Luxury Events,19320,3864.0,281,7,,2023-09-23,18:25:50,2023-09-24,08:25:50
Lily,169,26,Cloudy,Special Events,4394,878.8000000000001,280,7,8.0,2023-03-24,03:30:58,2023-03-26,09:30:58
Zinnia,86,173,Cloudy,Marriage,14878,2975.6000000000004,277,7,,2023-12-08,20:46:43,2023-12-09,03:46:43
Geranium,174,88,Sunny,Temple,15312,3062.4,264,10,6.0,2023-08-23,17:48:13,2023-08-25,18:48:13
Chrysanthemum,167,58,Sunny,Temple,9686,1937.2,269,10,6.0,2023-07-26,19:47:28,2023-07-29,05:47:28
Geranium,175,156,Rainy,Special Events,27300,5460.0,264,5,8.0,2023-01-15,15:28:36,2023-01-17,08:28:36
Calla Lily,287,14,Sunny,Special Events,4018,803.6,298,10,8.0,2023-01-29,20:22:44,2023-02-01,03:22:44
Jasmine,73,77,Sunny,Corporate Events,5621,1124.2,293,10,7.0,2023-08-05,19:09:46,2023-08-05,20:09:46
Jasmine,99,81,Windy,Temple,8019,1603.8000000000002,293,6,6.0,2023-12-08,02:54:37,2023-12-08,15:54:37
Gerbera,149,113,Sunny,Luxury Events,16837,3367.4,242,10,,2023-09-22,10:34:01,2023-09-23,23:34:01
Carnation,191,157,Sunny,High-End Customers,29987,5997.400000000001,283,10,9.0,2023-12-14,08:45:03,2023-12-17,07:45:03
Dahlia,196,94,Rainy,Special Events,18424,3684.8,300,5,8.0,2023-09-21,22:45:41,2023-09-22,11:45:41
Gerbera,141,199,Cloudy,High-End Customers,28059,5611.8,242,7,9.0,2023-07-26,01:56:37,2023-07-27,04:56:37
Chrysanthemum,159,156,Sunny,Daily Consumers,24804,4960.8,269,10,,2023-12-19,14:34:38,2023-12-20,03:34:38
Carnation,140,106,Windy,Special Events,14840,2968.0,283,6,8.0,2023-11-07,10:20:34,2023-11-09,13:20:34
Sunflower,166,171,Windy,Special Events,28386,5677.200000000001,257,6,8.0,2023-02-09,23:41:38,2023-02-10,14:41:38
Chrysanthemum,179,84,Cloudy,Weddings,15036,3007.2000000000003,269,7,,2023-11-23,17:55:17,2023-11-24,08:55:17
Poppy,251,49,Windy,Daily Consumers,12299,2459.8,284,6,,2023-07-30,14:56:52,2023-08-01,09:56:52
Lavender,200,39,Windy,Corporate Events,7800,1560.0,284,6,7.0,2023-11-20,07:18:46,2023-11-20,16:18:46
Calla Lily,269,138,Cloudy,High-End Customers,37122,7424.400000000001,298,7,9.0,2023-01-16,18:01:50,2023-01-17,09:01:50
Hibiscus,88,146,Sunny,Daily Consumers,12848,2569.6000000000004,273,10,,2023-03-18,04:55:57,2023-03-19,17:55:57
Tulip,272,40,Windy,High-End Customers,10880,2176.0,257,6,9.0,2023-01-05,16:30:54,2023-01-05,20:30:54
Sunflower,128,148,Windy,Marriage,18944,3788.8,257,6,,2023-10-21,13:23:41,2023-10-22,13:23:41
Geranium,163,110,Rainy,Daily Consumers,17930,3586.0,264,5,,2023-06-12,16:22:52,2023-06-14,02:22:52
Lily,153,65,Cloudy,Marriage,9945,1989.0,280,7,,2023-02-11,05:19:15,2023-02-11,21:19:15
Orchid,318,10,Windy,Weddings,3180,636.0,289,6,,2023-06-19,11:27:35,2023-06-19,19:27:35
Dahlia,210,21,Windy,Weddings,4410,882.0,300,6,,2023-07-03,21:22:54,2023-07-04,21:22:54
Sunflower,168,116,Windy,Weddings,19488,3897.6,257,6,,2023-12-30,07:20:57,2023-12-31,02:20:57
Gerbera,81,257,Sunny,High-End Customers,20817,4163.400000000001,242,10,9.0,2023-05-15,18:40:45,2023-05-17,18:40:45
Marigold,176,139,Windy,Festivals,24464,4892.8,284,6,,2023-09-11,21:17:04,2023-09-11,23:17:04
Marigold,184,209,Windy,Daily Consumers,38456,7691.200000000001,284,6,,2023-11-12,01:43:36,2023-11-12,20:43:36
Orchid,272,35,Windy,Weddings,9520,1904.0,289,6,,2023-03-06,15:40:42,2023-03-08,14:40:42
Hibiscus,60,125,Cloudy,Special Events,7500,1500.0,273,7,8.0,2023-03-15,16:54:42,2023-03-17,13:54:42
Zinnia,104,181,Cloudy,Festivals,18824,3764.8,277,7,,2023-09-10,10:42:22,2023-09-12,22:42:22
Rose,118,87,Sunny,High-End Customers,10266,2053.2000000000003,281,10,9.0,2023-02-25,05:21:21,2023-02-26,23:21:21
Lavender,192,27,Cloudy,Temple,5184,1036.8,284,7,6.0,2023-05-20,23:29:12,2023-05-23,21:29:12
Dahlia,188,10,Cloudy,Luxury Events,1880,376.0,300,7,,2023-07-08,08:46:54,2023-07-08,12:46:54
Jasmine,130,121,Cloudy,Weddings,15730,3146.0,293,7,,2023-01-19,19:54:19,2023-01-19,23:54:19
Rose,160,79,Sunny,Corporate Events,12640,2528.0,281,10,7.0,2023-10-14,07:51:06,2023-10-16,19:51:06
Calla Lily,259,10,Windy,Marriage,2590,518.0,298,6,,2023-06-10,10:10:47,2023-06-10,20:10:47
Chrysanthemum,115,147,Sunny,Luxury Events,16905,3381.0,269,10,,2023-12-24,18:46:05,2023-12-27,18:46:05
Marigold,147,155,Cloudy,Daily Consumers,22785,4557.0,284,7,,2023-08-05,19:26:31,2023-08-06,22:26:31
Chrysanthemum,131,27,Sunny,High-End Customers,3537,707.4000000000001,269,10,9.0,2023-02-23,00:33:38,2023-02-25,20:33:38
Tulip,279,118,Sunny,High-End Customers,32922,6584.400000000001,257,10,9.0,2023-12-10,21:59:38,2023-12-11,21:59:38
Lily,217,52,Rainy,Festivals,11284,2256.8,280,5,,2023-12-13,18:22:10,2023-12-13,19:22:10
Sunflower,107,70,Cloudy,Daily Consumers,7490,1498.0,257,7,,2023-02-01,08:58:45,2023-02-03,16:58:45
Jasmine,82,92,Windy,Corporate Events,7544,1508.8000000000002,293,6,7.0,2023-09-28,06:24:15,2023-09-30,00:24:15
Orchid,347,28,Sunny,High-End Customers,9716,1943.2,289,10,9.0,2023-02-01,22:13:54,2023-02-04,21:13:54
Lily,198,140,Cloudy,Weddings,27720,5544.0,280,7,,2023-09-02,07:42:36,2023-09-05,06:42:36
Hibiscus,135,119,Rainy,Daily Consumers,16065,3213.0,273,5,,2023-06-26,08:54:15,2023-06-28,12:54:15
Gerbera,109,107,Rainy,Luxury Events,11663,2332.6,242,5,,2023-11-06,11:12:20,2023-11-08,11:12:20
Orchid,284,98,Cloudy,Marriage,27832,5566.400000000001,289,7,,2023-03-18,07:40:21,2023-03-20,23:40:21
Calla Lily,270,67,Windy,Temple,18090,3618.0,298,6,6.0,2023-08-26,20:00:58,2023-08-29,13:00:58
Carnation,180,70,Rainy,Luxury Events,12600,2520.0,283,5,,2023-12-08,03:49:55,2023-12-09,23:49:55
Daisy,136,115,Windy,Special Events,15640,3128.0,285,6,8.0,2023-10-28,14:33:04,2023-10-31,02:33:04
Orchid,321,16,Sunny,Temple,5136,1027.2,289,10,6.0,2023-02-09,13:05:03,2023-02-11,05:05:03
Hibiscus,102,131,Windy,Special Events,13362,2672.4,273,6,8.0,2023-05-24,00:47:52,2023-05-25,19:47:52
Rose,102,168,Cloudy,Festivals,17136,3427.2000000000003,281,7,,2023-06-26,05:50:47,2023-06-26,12:50:47
Lily,177,143,Sunny,Daily Consumers,25311,5062.200000000001,280,10,,2023-11-14,07:01:17,2023-11-14,12:01:17
Dahlia,142,10,Sunny,Marriage,1420,284.0,300,10,,2023-04-30,16:49:31,2023-05-02,21:49:31
Zinnia,86,174,Sunny,Luxury Events,14964,2992.8,277,10,,2023-02-06,07:33:42,2023-02-07,00:33:42
Dahlia,154,93,Sunny,High-End Customers,14322,2864.4,300,10,9.0,2023-09-07,22:01:17,2023-09-08,09:01:17
Orchid,313,10,Rainy,Corporate Events,3130,626.0,289,5,7.0,2023-07-03,09:20:00,2023-07-05,18:20:00
Geranium,116,162,Cloudy,Special Events,18792,3758.4,264,7,8.0,2023-01-13,18:13:16,2023-01-14,19:13:16
Tulip,244,32,Windy,Corporate Events,7808,1561.6,257,6,7.0,2023-12-15,13:34:04,2023-12-15,23:34:04
Poppy,219,39,Cloudy,Temple,8541,1708.2,284,7,6.0,2023-01-23,00:18:32,2023-01-23,11:18:32
Lily,206,113,Cloudy,Marriage,23278,4655.6,280,7,,2023-12-08,04:28:32,2023-12-11,04:28:32
Geranium,125,92,Rainy,Daily Consumers,11500,2300.0,264,5,,2023-03-22,13:00:33,2023-03-24,00:00:33
Orchid,275,50,Windy,Marriage,13750,2750.0,289,6,,2023-01-23,12:05:16,2023-01-25,00:05:16
Jasmine,110,121,Sunny,Special Events,13310,2662.0,293,10,8.0,2023-12-05,04:56:47,2023-12-05,15:56:47
Lavender,170,88,Sunny,High-End Customers,14960,2992.0,284,10,9.0,2023-10-04,09:23:19,2023-10-06,02:23:19
Poppy,199,10,Rainy,Temple,1990,398.0,284,5,6.0,2023-08-19,10:01:05,2023-08-20,01:01:05
Lily,175,130,Rainy,Weddings,22750,4550.0,280,5,,2023-12-29,00:24:44,2023-12-31,08:24:44
Jasmine,72,142,Cloudy,Corporate Events,10224,2044.8,293,7,7.0,2023-07-12,19:37:50,2023-07-13,01:37:50
Lily,164,125,Rainy,Festivals,20500,4100.0,280,5,,2023-02-17,03:27:34,2023-02-19,15:27:34
Lavender,219,133,Cloudy,Luxury Events,29127,5825.400000000001,284,7,,2023-03-01,07:34:47,2023-03-01,20:34:47
Hibiscus,81,108,Cloudy,Special Events,8748,1749.6,273,7,8.0,2023-04-03,07:02:05,2023-04-05,17:02:05
Sunflower,109,82,Windy,Luxury Events,8938,1787.6,257,6,,2023-01-31,02:21:34,2023-02-01,17:21:34
Jasmine,101,150,Sunny,Marriage,15150,3030.0,293,10,,2023-05-31,14:57:06,2023-05-31,17:57:06
Gerbera,116,210,Windy,Special Events,24360,4872.0,242,6,8.0,2023-10-23,15:52:09,2023-10-25,03:52:09
Carnation,206,69,Rainy,Weddings,14214,2842.8,283,5,,2023-10-19,04:21:42,2023-10-20,22:21:42
Calla Lily,231,28,Cloudy,Corporate Events,6468,1293.6,298,7,7.0,2023-08-21,20:58:25,2023-08-22,03:58:25
Gerbera,90,148,Cloudy,Luxury Events,13320,2664.0,242,7,,2023-04-24,16:53:51,2023-04-26,03:53:51
Chrysanthemum,172,58,Cloudy,Corporate Events,9976,1995.2,269,7,7.0,2023-09-06,14:06:59,2023-09-08,16:06:59
Jasmine,137,132,Rainy,Temple,18084,3616.8,293,5,6.0,2023-08-16,09:49:46,2023-08-19,00:49:46
Geranium,126,154,Cloudy,Special Events,19404,3880.8,264,7,8.0,2023-10-17,23:42:22,2023-10-19,01:42:22
Dahlia,175,11,Windy,High-End Customers,1925,385.0,300,6,9.0,2023-11-08,03:56:55,2023-11-08,12:56:55
Daisy,146,95,Windy,Temple,13870,2774.0,285,6,6.0,2023-05-29,17:35:49,2023-05-31,12:35:49
Marigold,131,178,Sunny,Festivals,23318,4663.6,284,10,,2023-08-28,18:59:39,2023-08-31,10:59:39
Carnation,177,113,Cloudy,Festivals,20001,4000.2,283,7,,2023-09-24,10:26:01,2023-09-27,03:26:01
Tulip,287,111,Sunny,Special Events,31857,6371.400000000001,257,10,8.0,2023-02-07,03:24:14,2023-02-08,13:24:14
Hibiscus,65,188,Sunny,Weddings,12220,2444.0,273,10,,2023-02-13,09:05:55,2023-02-15,17:05:55
Jasmine,134,139,Sunny,Special Events,18626,3725.2,293,10,8.0,2023-02-11,15:33:29,2023-02-14,07:33:29
Lily,212,96,Rainy,Luxury Events,20352,4070.4,280,5,,2023-07-26,13:24:15,2023-07-28,13:24:15
Lavender,236,68,Rainy,Festivals,16048,3209.6000000000004,284,5,,2023-05-16,05:28:31,2023-05-17,11:28:31
Hibiscus,69,89,Cloudy,Daily Consumers,6141,1228.2,273,7,,2023-10-16,21:25:00,2023-10-18,10:25:00
Jasmine,71,139,Rainy,Festivals,9869,1973.8,293,5,,2023-12-13,01:43:08,2023-12-13,10:43:08
Calla Lily,247,10,Cloudy,Luxury Events,2470,494.0,298,7,,2023-05-13,08:30:14,2023-05-13,10:30:14
Poppy,254,117,Windy,High-End Customers,29718,5943.6,284,6,9.0,2023-10-21,07:25:33,2023-10-22,20:25:33
Carnation,165,133,Sunny,Festivals,21945,4389.0,283,10,,2023-06-23,07:09:28,2023-06-24,15:09:28
Dahlia,171,10,Sunny,Temple,1710,342.0,300,10,6.0,2023-12-22,19:33:17,2023-12-24,04:33:17
Poppy,242,118,Rainy,Corporate Events,28556,5711.200000000001,284,5,7.0,2023-11-15,00:19:25,2023-11-15,04:19:25
Orchid,284,10,Rainy,Luxury Events,2840,568.0,289,5,,2023-10-25,17:24:06,2023-10-27,09:24:06
Daisy,85,209,Windy,Weddings,17765,3553.0,285,6,,2023-09-09,05:41:30,2023-09-10,18:41:30
Jasmine,92,146,Rainy,Luxury Events,13432,2686.4,293,5,,2023-09-23,00:41:37,2023-09-23,14:41:37
Carnation,168,188,Rainy,Weddings,31584,6316.8,283,5,,2023-09-29,06:37:05,2023-10-01,19:37:05
Zinnia,115,117,Sunny,Corporate Events,13455,2691.0,277,10,7.0,2023-10-10,15:10:58,2023-10-13,01:10:58
Carnation,173,71,Cloudy,Temple,12283,2456.6,283,7,6.0,2023-02-07,11:18:31,2023-02-09,13:18:31
Orchid,298,73,Cloudy,High-End Customers,21754,4350.8,289,7,9.0,2023-03-27,15:45:21,2023-03-27,21:45:21
Lily,205,152,Cloudy,Marriage,31160,6232.0,280,7,,2023-08-28,21:27:49,2023-08-29,13:27:49
Rose,152,202,Rainy,Luxury Events,30704,6140.8,281,5,,2023-10-07,07:17:11,2023-10-07,09:17:11
Rose,119,221,Cloudy,High-End Customers,26299,5259.8,281,7,9.0,2023-04-21,10:39:58,2023-04-22,01:39:58
Gerbera,138,103,Windy,Weddings,14214,2842.8,242,6,,2023-09-07,06:40:22,2023-09-09,01:40:22
Calla Lily,287,82,Sunny,Marriage,23534,4706.8,298,10,,2023-08-20,04:45:19,2023-08-20,10:45:19
Sunflower,113,119,Windy,Temple,13447,2689.4,257,6,6.0,2023-06-17,19:29:24,2023-06-18,20:29:24
