,MRP (₹),Qty Sold (kg),Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Weather_Cloudy,Weather_Rainy,Weather_Sunny,Weather_Windy,Customer Segment_Corporate Events,Customer Segment_Daily Consumers,Customer Segment_Festivals,Customer Segment_High-End Customers,Customer Segment_Luxury Events,Customer Segment_Marriage,Customer Segment_Special Events,Customer Segment_Temple,Customer Segment_Weddings,0
458,0.046015893840959526,-0.8194453555359198,-0.7122483924113816,-0.7122483924113816,0.31946264772852884,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,1,0,0,0,0,0,0,1
460,2.283523282167697,-0.8037100523171143,0.13094403938175744,0.13094403938175742,0.7361162504119325,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,12
461,-0.06506603323909127,1.9657033141926594,2.3541053513081605,2.35410535130816,0.38890491484242945,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,1,0,0,0,0,0,0,11
463,2.0296217345561525,-0.8037100523171143,0.03733724730064574,0.037337247300645596,-1.4860362972328873,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,0,0,0,1,16
464,-0.36657412102780057,-0.5834158072538369,-0.6281485401510077,-0.6281485401510079,1.013885318867535,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,8
465,1.0140155441099736,-0.19003322678369855,0.624469135130833,0.6244691351308328,-1.4860362972328873,-1.0772884583535287,1.3338213000431673,0,1,0,0,0,0,0,0,0,1,0,0,0,16
467,0.06188474056668107,1.3048205790028269,1.7757491002355774,1.775749100235577,0.31946264772852884,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,1
468,-0.9537214498794977,1.1632028500335772,0.40006356661495357,0.40006356661495346,0.45834718195633006,1.611834802439346,-0.5583419373446786,0,0,1,0,0,0,0,0,0,1,0,0,0,4
469,-0.4935248948335729,1.5723207337225211,1.3314302534487827,1.3314302534487825,-0.0971909549548749,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,17
470,0.5062124488868842,-1.212827936006058,-1.078422283309034,-1.078422283309034,0.11113584638682696,-0.5394638061949537,-0.7948623420181596,0,0,0,1,0,0,1,0,0,0,0,0,0,10
473,-0.16027911359342054,0.832761482438661,0.9901206666976755,0.9901206666976753,0.18057811350072758,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,1,0,0,0,0,14
474,-0.8426395227994469,0.5495260245001614,0.04757549018451734,0.04757549018451738,0.18057811350072758,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,1,0,0,0,0,14
477,0.8394582301270367,-1.5275340003821687,-1.4827284053557999,-1.4827284053557999,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,13
484,-0.7950329826222823,1.6352619465977432,0.9715246745208476,0.9715246745208476,0.18057811350072758,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,14
485,-0.14441026686769898,1.3205558822216326,1.5347325049999472,1.534732504999947,-1.4860362972328873,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,15
488,1.8074578803960508,-1.5275340003821687,-1.4190005669970074,-1.4190005669970072,0.7361162504119325,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,12
492,1.1409663179157459,-0.7092982330042811,-0.13733971292214306,-0.137339712922143,0.38890491484242945,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,9
494,-0.6680822088165099,0.45511420518732826,0.12927248952316617,0.129272489523166,0.38890491484242945,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,1,0,0,0,0,0,0,11
496,-1.3345737712968146,-0.7250335362230866,-1.1569851266628242,-1.1569851266628242,-0.0971909549548749,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,0,0,0,0,1,17
499,0.39513052180683345,1.0373204242831329,1.8427155664453905,1.8427155664453905,0.31946264772852884,1.611834802439346,-0.7948623420181596,0,0,1,0,0,0,0,0,0,0,0,0,1,1
501,1.4266055589787336,-1.149886723130836,-0.7871547204495033,-0.7871547204495034,1.3610966544370382,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,0
502,-1.0013279900566623,1.3834970950968546,0.5027594110521554,0.5027594110521552,-0.3749600234104774,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,7
503,2.7913263773907864,-1.5275340003821687,-1.354228009976595,-1.354228009976595,0.7361162504119325,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,12
504,-0.6522133620907884,-1.4016515746317246,-1.4714454438103086,-1.4714454438103088,-0.6527290918660799,-0.0016391540363787948,1.0973008953696874,1,0,0,0,0,0,1,0,0,0,0,0,0,2
505,1.521818639333063,-1.0712102070368084,-0.6258501590954447,-0.6258501590954447,0.38890491484242945,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,1,0,0,0,13
506,-0.5570002817364591,-0.0012095881580321693,-0.18633701815209996,-0.1863370181521,-0.3749600234104774,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,7
508,0.1888355143724534,2.1859975592559366,3.0110244457345336,3.0110244457345323,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,11
509,1.0140155441099736,-0.14282731712728194,0.6984352163734971,0.6984352163734971,-1.4860362972328873,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,1,0,0,0,0,16
510,-1.1917541507653209,0.6596731470318001,-0.2078582225814627,-0.20785822258146264,-0.3749600234104774,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,7
511,-0.1126725734162559,0.7540849663446334,0.9540778728718011,0.9540778728718008,0.18057811350072758,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,14
512,-1.5726064721826378,1.5723207337225211,-0.1391157346468963,-0.13911573464689628,-0.0971909549548749,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,1,0,0,0,0,0,0,0,17
513,-1.5884753189083594,0.014525715060773364,-0.9054168729448364,-0.9054168729448364,1.013885318867535,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,1,0,0,0,0,8
515,-0.8585083695251684,0.06173162471718996,-0.34941760123091176,-0.34941760123091165,1.013885318867535,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,8
517,-0.6363445153650668,-0.15856262034608748,-0.38013232988252654,-0.38013232988252654,0.31946264772852884,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,1
518,-1.0489345302338269,0.8642320888762721,0.07620078151289301,0.0762007815128929,-0.3749600234104774,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,7
519,2.553293676504963,-1.5275340003821687,-1.3698987899008885,-1.3698987899008883,0.7361162504119325,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,12
520,1.1885728580929107,0.32923177943688403,1.5851924163561715,1.5851924163561715,0.38890491484242945,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,9
521,-0.9219837564280545,0.12467283759241209,-0.3481639388369683,-0.3481639388369684,-0.999940427435583,-0.0016391540363787948,-0.7948623420181596,1,0,0,0,0,0,0,0,0,0,0,0,1,5
525,0.8394582301270367,-1.0082689941615863,-0.7070247991032838,-0.7070247991032839,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,9
526,1.4742120991558985,-1.5275340003821687,-1.440939658891018,-1.4409396588910177,-1.4860362972328873,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,16
528,-0.6046068219136237,-0.47326868472219813,-0.6398493891611468,-0.6398493891611469,-0.0971909549548749,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,1,0,0,0,17
530,-1.1600164573138778,1.1789381532523828,0.16458398028590696,0.16458398028590676,-0.0971909549548749,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,17
531,-1.6202130123598024,0.15614344403002314,-0.862165520353787,-0.862165520353787,-0.3749600234104774,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,1,0,0,0,0,0,0,0,7
532,-0.9219837564280545,0.6439378438129947,0.0448592216643065,0.044859221664306406,-0.0971909549548749,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,17
534,0.2205732078238965,0.7698202695634389,1.3135655643350883,1.3135655643350883,0.11113584638682696,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,0,0,0,0,1,10
537,-0.8267706760737253,-1.212827936006058,-1.3416913860371606,-1.3416913860371606,1.013885318867535,1.611834802439346,0.8607804906962053,0,0,1,0,0,0,0,0,0,1,0,0,0,8
538,1.7757201869446078,-1.5275340003821687,-1.4210900043202463,-1.4210900043202463,-1.4860362972328873,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,16
540,-0.9695902966052192,0.9743792114079108,0.24199763311191563,0.24199763311191555,-1.4860362972328873,1.611834802439346,-0.5583419373446786,0,0,1,0,0,0,0,0,1,0,0,0,0,15
542,1.0774909310128598,-1.5275340003821687,-1.4670576254315066,-1.4670576254315066,-1.4860362972328873,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,0,0,0,0,1,16
544,1.9185398074761015,-1.5275340003821687,-1.4116875363656705,-1.4116875363656705,-1.4860362972328873,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,16
545,-0.7632952891708391,-0.0169448913768377,-0.34461189538746184,-0.34461189538746184,0.18057811350072758,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,1,0,0,0,14
546,-0.14441026686769898,-1.0082689941615863,-0.9855467942910558,-0.9855467942910558,1.4999811886648393,-0.0016391540363787948,0.8607804906962053,1,0,0,0,0,0,0,0,0,0,0,0,1,3
547,0.7601139964984289,-1.5275340003821687,-1.4879519986638976,-1.4879519986638976,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,1,0,0,0,0,0,0,0,13
548,-0.3824429677535221,-0.9767983877239752,-1.0220074755815782,-1.0220074755815782,1.013885318867535,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,8
550,-0.36657412102780057,-0.44179807828458706,-0.4880517676278261,-0.48805176762782604,1.4999811886648393,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,1,0,0,0,0,3
551,-0.4776560481078514,0.20334935368643975,0.06241049517951495,0.062410495179514795,0.18057811350072758,-1.0772884583535287,-0.5583419373446786,0,1,0,0,0,0,0,0,1,0,0,0,0,14
553,0.2205732078238965,-0.9453277812863641,-0.8044970502323878,-0.8044970502323878,0.11113584638682696,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,1,0,0,0,0,0,0,10
554,-1.5884753189083594,-0.6778276265666701,-1.2363837449459099,-1.2363837449459099,1.013885318867535,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,8
555,1.521818639333063,-1.5275340003821687,-1.4378055029061592,-1.4378055029061592,0.38890491484242945,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,13
556,0.4586059087097196,-0.47326868472219813,-0.10087903163162075,-0.10087903163162083,0.38890491484242945,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,9
558,1.7439824934931645,0.34496708265568954,2.082687443019401,2.082687443019401,-1.4860362972328873,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,16
561,-1.4139180049254223,0.7226143599070223,-0.3911018758295318,-0.3911018758295318,-0.0971909549548749,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,1,0,0,0,0,0,0,17
562,1.315523631898683,-1.1656220263496415,-0.8386593504673472,-0.8386593504673472,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,0,0,1,13
563,-0.6204756686393452,0.6596731470318001,0.35252886751126405,0.3525288675112639,0.38890491484242945,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,11
567,-0.35070527430207904,1.7296737659105763,1.6827691393514375,1.682769139351437,0.18057811350072758,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,14
569,-0.8109018293480038,0.1876140504676342,-0.21349970335420826,-0.2134997033542083,0.18057811350072758,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,0,0,0,1,14
570,-0.6522133620907884,1.068791030720744,0.6772274275426202,0.67722742754262,0.18057811350072758,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,14
571,0.9346713104813659,-1.5275340003821687,-1.4764600933860825,-1.4764600933860825,0.38890491484242945,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,13
573,1.4107367122530121,0.2820258697804674,1.690604529313584,1.6906045293135836,1.3610966544370382,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,0,0,0,1,0,0,0,0
574,0.966409003932809,-1.5275340003821687,-1.4743706560628436,-1.4743706560628433,0.38890491484242945,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,1,0,0,0,9
577,0.12536012746956723,-0.0641508010332543,0.21911829442244748,0.21911829442244732,-1.4860362972328873,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,15
578,-0.8426395227994469,0.8484967856574666,0.28378637957669767,0.28378637957669756,0.18057811350072758,1.611834802439346,0.6242600860227253,0,0,1,0,0,1,0,0,0,0,0,0,0,14
579,-0.525262588285016,0.2505552633428563,0.06836539155074639,0.06836539155074628,-0.3749600234104774,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,7
580,0.030147047115237982,-0.20576853000250409,-0.009048261275262289,-0.009048261275262287,0.31946264772852884,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,1
581,-1.5408687787311948,1.8555561916610206,0.04517263726279237,0.04517263726279222,-0.3749600234104774,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,1,0,0,0,0,0,0,7
582,-1.7154260927141316,1.1946734564711883,-0.4942156077313814,-0.49421560773138146,-0.3749600234104774,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,1,0,0,0,0,0,0,0,7
584,-0.09680372669053436,0.5495260245001614,0.7448207249494052,0.7448207249494052,0.31946264772852884,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,1
585,0.41099936853255503,-0.9138571748487531,-0.704204058716911,-0.704204058716911,1.4999811886648393,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,3
586,-0.28722988739919286,-0.6778276265666701,-0.68811539132797,-0.68811539132797,0.31946264772852884,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,1
588,-1.3980491581997008,0.6439378438129947,-0.4189958640947738,-0.41899586409477385,-0.3749600234104774,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,0,1,0,0,0,7
590,-1.778901479617018,1.7926149787857986,-0.33249315891267506,-0.33249315891267517,-0.3749600234104774,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,1,0,0,0,7
591,1.6805071065902784,-0.5676805040350313,0.3442755900844696,0.3442755900844694,0.7361162504119325,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,12
592,1.8233267271217724,-0.5204745943786148,0.5009833893274022,0.5009833893274022,0.7361162504119325,-1.0772884583535287,1.0973008953696874,0,1,0,0,0,0,0,0,0,0,0,0,1,12
594,-0.12854142014197745,1.6352619465977432,1.897354352448093,1.8973543524480927,0.18057811350072758,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,14
595,1.2361793982700753,-1.5275340003821687,-1.4566104388153112,-1.4566104388153112,0.38890491484242945,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,9
597,1.1885728580929107,-0.23723913644011516,0.6562285824440673,0.6562285824440672,0.38890491484242945,-0.0016391540363787948,0.8607804906962053,1,0,0,0,0,0,0,0,0,1,0,0,0,9
599,0.2999174414525042,2.044379830286687,3.0113378613330193,3.0113378613330184,0.38890491484242945,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,11
600,-0.3030987341249144,0.7383496631258278,0.7437760062877856,0.7437760062877856,0.31946264772852884,1.611834802439346,-1.0313827466916408,0,0,1,0,0,0,0,0,0,1,0,0,0,1
601,0.12536012746956723,-0.9767983877239752,-0.871567988308363,-0.871567988308363,-0.999940427435583,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,5
604,-0.1126725734162559,-0.5362098975974202,-0.4594264762994504,-0.4594264762994505,-0.999940427435583,1.611834802439346,-1.0313827466916408,0,0,1,0,0,0,0,0,0,0,0,0,1,5
605,-1.2393606909424855,1.1789381532523828,0.06951458207852788,0.06951458207852793,0.18057811350072758,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,1,0,0,0,0,0,0,0,14
606,-0.9378526031537762,-0.5204745943786148,-0.8441963593739308,-0.8441963593739308,-0.6527290918660799,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,2
610,0.25231090127533956,2.4692330171944366,3.4673575571299526,3.467357557129952,0.38890491484242945,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,0,0,0,0,1,11
614,1.0298843908356952,-0.4575333815033926,0.21347681364970192,0.21347681364970164,1.3610966544370382,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,0
615,0.1888355143724534,2.044379830286687,2.838019035370336,2.8380190353703356,0.38890491484242945,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,11
616,-0.9854591433309408,1.3992323983156603,0.5346233302315516,0.5346233302315515,-0.3749600234104774,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,7
618,-0.3824429677535221,-0.09562140747086537,-0.15614464883129497,-0.1561446488312949,-0.6527290918660799,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,1,0,0,0,0,2
619,-0.7474264424451176,-0.14282731712728194,-0.4380097437362496,-0.43800974373624973,-0.3749600234104774,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,7
620,-0.731557595719396,0.8957026953138831,0.44101653815043995,0.44101653815043984,0.45834718195633006,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,4
625,-0.9378526031537762,-0.12709201390847644,-0.5490633374664078,-0.5490633374664078,0.45834718195633006,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,4
628,0.2999174414525042,0.2820258697804674,0.7764757003964775,0.7764757003964773,1.4999811886648393,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,3
629,-0.3348364275763575,-0.7250335362230866,-0.7554997450024309,-0.755499745002431,0.11113584638682696,-1.0772884583535287,-1.5044235560386017,0,1,0,0,0,0,0,0,0,0,0,0,1,10
632,0.585556682515492,0.5023201148437448,1.3172220796507568,1.3172220796507568,0.11113584638682696,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,0,0,0,1,0,0,0,0,10
633,-0.5887379751879022,0.4079082955309117,0.1580022527177038,0.15800225271770363,0.18057811350072758,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,1,0,0,0,0,0,0,14
634,-1.0330656835081053,1.005849817845522,0.1937316309450924,0.1937316309450923,1.013885318867535,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,1,0,0,0,0,8
635,0.791851689949872,-1.1341514199120304,-0.9060437041418081,-0.9060437041418081,0.38890491484242945,-1.0772884583535287,-1.0313827466916408,0,1,0,0,0,0,0,0,0,1,0,0,0,9
639,0.6649009161440997,-1.3701809681941135,-1.2706505170470312,-1.2706505170470312,1.4999811886648393,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,0,0,1,0,0,0,0,3
640,-0.5728691284621806,1.3992323983156603,1.0670119601928745,1.0670119601928745,-1.4860362972328873,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,15
644,0.10949128074384569,0.17187874724882868,0.4888646528526154,0.48886465285261543,1.4999811886648393,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,3
645,-1.6043441656340809,0.9429086049702997,-0.4790671871378979,-0.479067187137898,-0.3749600234104774,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,1,0,0,0,0,7
649,0.6966386095955428,-0.8981218716299475,-0.5894939496710844,-0.5894939496710845,1.4999811886648393,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,0,0,0,1,3
650,0.6649009161440997,-1.5275340003821687,-1.494220310633615,-1.494220310633615,0.38890491484242945,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,9
651,1.0457532375614167,-0.42606277506578155,0.27135422750342497,0.2713542275034248,1.3610966544370382,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,0,1,0,0,0,0
652,-0.4459183546564083,-0.7407688394418922,-0.8151531805809072,-0.8151531805809074,-0.0971909549548749,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,17
654,1.6963759533159999,-0.3945921686281705,0.6723172498330083,0.6723172498330083,1.3610966544370382,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,1,0,0,0,0,0,0,0,0
655,-1.5408687787311948,-1.181357329568447,-1.4670576254315066,-1.4670576254315066,1.013885318867535,1.611834802439346,1.0973008953696874,0,0,1,0,0,0,0,0,0,0,0,0,1,8
656,1.7122448000417214,-0.48900398794100364,0.5053712077062043,0.505371207706204,1.3610966544370382,1.611834802439346,0.6242600860227253,0,0,1,0,0,1,0,0,0,0,0,0,0,0
659,-0.19201680704486362,2.5951154429448806,2.828825511148084,2.828825511148083,0.38890491484242945,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,1,0,0,0,0,0,0,0,11
660,-0.9695902966052192,1.0845263339395494,0.3231722731197547,0.32317227311975444,0.18057811350072758,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,14
661,-0.19201680704486362,-0.3788568654093649,-0.33040372158943593,-0.33040372158943604,0.45834718195633006,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,0,0,1,0,0,0,0,4
662,-0.5570002817364591,-0.5519452008162258,-0.6872796163986743,-0.6872796163986744,0.31946264772852884,1.611834802439346,-0.3218215326711976,0,0,1,0,0,1,0,0,0,0,0,0,0,1
663,-0.1126725734162559,-0.30018034931533727,-0.2008586075486117,-0.20085860754861184,1.4999811886648393,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,3
664,0.4427370619839981,-0.5047392911598092,-0.1507121117908733,-0.15071211179087343,0.11113584638682696,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,0,0,1,0,0,0,0,10
666,-0.525262588285016,2.170262256037131,1.8399992979251798,1.8399992979251794,-2.5276703039413966,1.611834802439346,-0.7948623420181596,0,0,1,0,0,0,0,0,0,1,0,0,0,6
668,-0.7791641358965606,-0.34738625897175385,-0.6255367434969589,-0.625536743496959,-0.0971909549548749,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,17
669,-1.5567376254569163,-0.33165095575294834,-1.0529311479655168,-1.0529311479655168,-0.0971909549548749,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,1,0,0,0,0,0,0,17
670,1.1092286244643028,-0.4575333815033926,0.2542208414528644,0.2542208414528641,1.3610966544370382,-1.0772884583535287,0.8607804906962053,0,1,0,0,0,1,0,0,0,0,0,0,0,0
671,0.26817974800106115,0.7226143599070223,1.3032228495850549,1.3032228495850549,0.38890491484242945,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,11
672,-0.8267706760737253,0.7226143599070223,0.20031335851329557,0.2003133585132954,-0.3749600234104774,-0.0016391540363787948,-0.7948623420181596,1,0,0,0,0,0,1,0,0,0,0,0,0,7
674,-1.4773933918283086,0.5809966309377725,-0.5293181547617983,-0.5293181547617982,1.013885318867535,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,8
675,0.9346713104813659,-0.5519452008162258,0.019785973785437297,0.0197859737854372,0.38890491484242945,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,13
676,-0.017459493061926644,-0.8509159619735309,-0.7709615811944003,-0.7709615811944004,-1.4860362972328873,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,0,0,1,0,0,0,0,15
677,-0.6046068219136237,1.6195266433789377,1.2220482095772158,1.2220482095772154,0.45834718195633006,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,4
678,-1.3821803114739792,0.0774669279359955,-0.7232179383583869,-0.7232179383583869,-0.0971909549548749,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,0,0,0,1,0,0,0,17
679,1.378999018801569,-0.6778276265666701,0.013935549280367818,0.013935549280367816,0.38890491484242945,-1.0772884583535287,1.5703417047166495,0,1,0,0,0,0,0,0,1,0,0,0,0,13
680,0.23644205454961803,0.47084950840613377,0.9586746349829272,0.9586746349829269,0.38890491484242945,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,1,0,0,0,0,11
682,-1.6043441656340809,0.06173162471718996,-0.8944473269978311,-0.8944473269978311,1.013885318867535,-0.5394638061949537,-1.2679031513651207,0,0,0,1,0,0,0,0,1,0,0,0,0,8
683,-0.7950329826222823,0.2662905665616619,-0.13733971292214306,-0.137339712922143,0.18057811350072758,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,14
684,2.10896596818476,-1.055474903818003,-0.44323333704434736,-0.4432333370443475,0.7361162504119325,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,1,0,0,0,0,0,0,12
686,-0.27136104067347133,1.3834970950968546,1.4398720505248919,1.4398720505248916,0.31946264772852884,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,0,0,0,0,0,0,1,1
688,0.15709782092101032,-1.5275340003821687,-1.5276513078054406,-1.5276513078054406,-0.6527290918660799,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,2
690,0.2840485947267827,2.5321742300696584,3.601917320746551,3.6019173207465505,0.38890491484242945,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,11
691,-0.4935248948335729,0.15614344403002314,0.00568227185357337,0.005682271853573275,-0.0971909549548749,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,0,0,0,0,0,0,0,1,17
